VBELN,FKART,FKDAT,REF_SO,KUNNR,NETWR,WAERK,STATUS
9000001137,F2,2025-06-17,4500001215,0000100188,645.81,USD,Posted
9000001138,F2,2025-04-27,4500001216,0000100031,1118.81,USD,Posted
9000001139,F2,2025-11-01,4500001217,0000100139,2784.68,USD,Posted
9000001140,F2,2026-04-08,4500001218,0000100086,4910.95,USD,Posted
9000001141,F2,2024-12-21,4500001219,0000100028,6015.14,USD,Posted
9000001142,F2,2025-04-06,4500001220,0000100030,2555.32,USD,Posted
9000001143,F2,2025-08-16,4500001221,0000100095,861.28,USD,Posted
9000001144,F2,2025-03-21,4500001222,0000100039,2558.2,USD,Posted
9000001145,F2,2025-01-10,4500001223,0000100030,4413.69,USD,Posted
9000001146,F2,2025-04-01,4500001224,0000100101,2454.67,USD,Posted
9000001147,F2,2026-04-22,4500001225,0000100191,4848.36,USD,Posted
9000001148,F2,2025-02-13,4500001226,0000100178,4096.91,USD,Posted
9000001149,F2,2025-10-17,4500001227,0000100112,3733.15,USD,Posted
9000001150,F2,2025-10-24,4500001228,0000100057,5156.88,USD,Posted
9000001151,F2,2026-09-08,4500001230,0000100102,2575.01,USD,Posted
9000001152,F2,2025-09-05,4500001231,0000100111,1685.89,USD,Posted
9000001153,F2,2026-06-04,4500001232,0000100018,5854.97,USD,Posted
9000001154,F2,2026-08-06,4500001233,0000100185,2129.65,USD,Posted
9000001155,F2,2026-05-16,4500001234,0000100059,286.86,USD,Posted
9000001156,F2,2024-12-08,4500001235,0000100196,1449.25,USD,Posted
9000001157,F2,2025-11-19,4500001236,0000100086,3551.76,USD,Posted
9000001158,F2,2025-10-25,4500001237,0000100103,5268.15,USD,Posted
9000001159,F2,2026-01-12,4500001238,0000100194,1493.22,USD,Posted
9000001160,F2,2025-11-16,4500001239,0000100038,1183.82,USD,Posted
9000001161,F2,2025-07-05,4500001240,0000100052,7933.32,USD,Posted
9000001162,F2,2025-07-16,4500001241,0000100088,651.18,USD,Posted
9000001163,F2,2025-10-04,4500001243,0000100093,3047.14,USD,Posted
9000001164,F2,2025-07-07,4500001244,0000100144,4814.14,USD,Posted
9000001165,F2,2025-12-25,4500001245,0000100033,510.72,USD,Posted
9000001166,F2,2025-10-21,4500001246,0000100081,1977.32,USD,Posted
9000001167,F2,2026-05-01,4500001247,0000100144,216.63,USD,Posted
9000001168,F2,2026-06-19,4500001248,0000100076,5315.68,USD,Posted
9000001169,S1,2025-04-06,4500001249,0000100064,92.4,USD,Cancelled
9000001170,F2,2026-06-12,4500001250,0000100059,2884.74,USD,Posted
9000001171,F2,2025-01-15,4500001251,0000100073,6009.39,USD,Posted
9000001172,G2,2025-01-03,4500001252,0000100012,-227.8,USD,Posted
9000001173,F2,2025-05-06,4500001253,0000100046,3698.53,USD,Posted
9000001174,G2,2025-08-24,4500001254,0000100057,-112.58,USD,Posted
9000001175,F2,2026-06-04,4500001255,0000100078,1892.19,USD,Posted
9000001176,F2,2025-06-03,4500001256,0000100069,2318.45,USD,Posted
9000001177,F2,2025-06-21,4500001257,0000100074,3796.39,USD,Posted
9000001178,F2,2026-05-01,4500001258,0000100029,1260.37,USD,Posted
9000001179,F2,2024-12-07,4500001260,0000100125,4951.47,USD,Posted
9000001180,G2,2025-04-15,4500001261,0000100017,-1515.41,USD,Posted
9000001181,F2,2025-02-07,4500001262,0000100104,923.9,USD,Posted
9000001182,F2,2025-11-09,4500001264,0000100141,29.1,USD,Posted
9000001183,F2,2025-02-19,4500001266,0000100107,10065.08,USD,Posted
9000001184,F2,2026-06-12,4500001267,0000100041,2549.14,USD,Posted
9000001185,F2,2024-12-16,4500001268,0000100025,8652.48,USD,Posted
9000001186,F2,2026-04-30,4500001269,0000100041,12107.55,USD,Posted
9000001187,F2,2025-04-05,4500001270,0000100196,11501.75,USD,Posted
9000001188,F2,2026-05-01,4500001271,0000100080,3354.11,USD,Posted
9000001189,F2,2025-08-24,4500001272,0000100073,13.62,USD,Posted
9000001190,F2,2025-09-07,4500001273,0000100010,5983.52,USD,Posted
9000001191,F2,2025-12-29,4500001275,0000100114,291.9,USD,Posted
9000001192,F2,2026-08-21,4500001276,0000100112,1386.57,USD,Posted
9000001193,F2,2025-08-18,4500001277,0000100198,8929.93,USD,Posted
9000001194,F2,2025-10-09,4500001278,0000100040,4721.94,USD,Posted
9000001195,F2,2024-11-21,4500001280,0000100038,4249.2,USD,Posted
9000001196,F2,2026-01-19,4500001281,0000100165,2411.86,USD,Posted
9000001197,F2,2025-07-06,4500001282,0000100082,1535.74,USD,Posted
9000001198,F2,2026-07-25,4500001283,0000100016,49.69,USD,Posted
9000001199,F2,2025-04-26,4500001284,0000100001,2004.77,USD,Posted
9000001200,F2,2024-11-06,4500001285,0000100050,52.92,USD,Posted
9000001201,F2,2026-09-01,4500001286,0000100042,26.85,USD,Posted
9000001202,F2,2026-03-20,4500001287,0000100109,152.14,USD,Posted
9000001203,F2,2026-07-06,4500001288,0000100155,532.3,USD,Posted
9000001204,F2,2025-05-20,4500001289,0000100094,2175.52,USD,Posted
9000001205,F2,2026-05-24,4500001291,0000100107,1785.34,USD,Posted
9000001206,F2,2025-03-21,4500001292,0000100178,507.68,USD,Posted
9000001207,F2,2026-07-21,4500001293,0000100009,5363.0,USD,Posted
9000001208,F2,2025-08-11,4500001294,0000100147,391.02,USD,Posted
9000001209,F2,2025-02-14,4500001295,0000100020,684.4,USD,Posted
9000001210,F2,2026-05-28,4500001296,0000100019,2436.0,USD,Posted
9000001211,F2,2026-04-22,4500001297,0000100066,1012.98,USD,Posted
9000001212,F2,2024-12-13,4500001299,0000100024,796.2,USD,Posted
9000001213,F2,2026-09-01,4500001300,0000100061,1391.3,USD,Posted
9000001214,F2,2026-07-01,4500001301,0000100054,675.79,USD,Posted
9000001215,F2,2026-07-18,4500001302,0000100075,3629.49,USD,Posted
9000001216,F2,2026-09-09,4500001303,0000100064,3440.29,USD,Posted
9000001217,F2,2026-04-12,4500001305,0000100056,1469.27,USD,Posted
9000001218,S1,2025-04-06,4500001306,0000100056,2633.66,USD,Cancelled
9000001219,S1,2026-03-26,4500001307,0000100090,274.26,USD,Cancelled
9000001220,F2,2025-12-11,4500001308,0000100090,2679.47,USD,Posted
9000001221,F2,2025-07-30,4500001309,0000100103,212.64,USD,Posted
9000001222,F2,2025-10-19,4500001310,0000100112,1269.38,USD,Posted
9000001223,F2,2025-11-24,4500001312,0000100147,1510.63,USD,Posted
9000001224,F2,2025-08-28,4500001313,0000100075,9919.58,USD,Posted
9000001225,F2,2025-01-19,4500001314,0000100152,2725.52,USD,Posted
9000001226,G2,2025-08-19,4500001315,0000100151,-2052.26,USD,Posted
9000001227,F2,2026-08-08,4500001316,0000100179,1558.05,USD,Posted
9000001228,S1,2025-11-07,4500001317,0000100150,1654.42,USD,Cancelled
9000001229,F2,2025-10-12,4500001318,0000100178,4588.63,USD,Posted
9000001230,F2,2026-09-06,4500001319,0000100152,4029.08,USD,Posted
9000001231,F2,2026-03-04,4500001320,0000100019,2814.63,USD,Posted
9000001232,F2,2026-05-12,4500001321,0000100183,1156.73,USD,Posted
9000001233,F2,2025-08-05,4500001322,0000100159,1147.32,USD,Posted
9000001234,F2,2026-02-03,4500001323,0000100079,3262.63,USD,Posted
9000001235,F2,2026-04-23,4500001324,0000100120,2863.4,USD,Posted
9000001236,F2,2026-07-29,4500001325,0000100075,2999.35,USD,Posted
9000001237,S1,2025-10-12,4500001326,0000100047,1172.96,USD,Cancelled
9000001238,G2,2024-10-13,4500001327,0000100153,-949.16,USD,Posted
9000001239,F2,2025-05-23,4500001328,0000100118,628.32,USD,Posted
9000001240,S1,2025-10-10,4500001329,0000100008,1662.5,USD,Cancelled
9000001241,F2,2024-10-24,4500001330,0000100047,2856.03,USD,Posted
9000001242,F2,2025-04-24,4500001331,0000100064,1944.69,USD,Posted
9000001243,G2,2025-06-26,4500001332,0000100141,-535.91,USD,Posted
9000001244,F2,2024-09-27,4500001333,0000100117,3170.52,USD,Posted
9000001245,F2,2025-07-13,4500001334,0000100114,217.0,USD,Posted
9000001246,F2,2026-06-18,4500001335,0000100022,401.52,USD,Posted
9000001247,F2,2026-03-01,4500001336,0000100129,1044.12,USD,Posted
9000001248,F2,2026-09-09,4500001337,0000100084,1808.36,USD,Posted
9000001249,F2,2026-02-25,4500001338,0000100161,2253.38,USD,Posted
9000001250,S1,2026-08-04,4500001339,0000100051,5742.53,USD,Cancelled
9000001251,F2,2025-04-03,4500001340,0000100190,2328.11,USD,Posted
9000001252,F2,2026-07-20,4500001341,0000100025,55.1,USD,Posted
9000001253,G2,2026-08-12,4500001342,0000100121,-120.5,USD,Posted
9000001254,F2,2025-04-17,4500001343,0000100045,13938.77,USD,Posted
9000001255,S1,2025-05-12,4500001344,0000100065,746.16,USD,Cancelled
9000001256,F2,2026-06-16,4500001345,0000100168,804.0,USD,Posted
9000001257,G2,2026-05-16,4500001346,0000100044,-159.45,USD,Posted
9000001258,F2,2026-02-09,4500001347,0000100196,6212.1,USD,Posted
9000001259,F2,2026-06-19,4500001348,0000100110,103.11,USD,Posted
9000001260,F2,2025-08-10,4500001349,0000100198,2010.57,USD,Posted
9000001261,F2,2026-08-28,4500001350,0000100116,3218.35,USD,Posted
9000001262,F2,2025-03-02,4500001351,0000100019,1525.2,USD,Posted
9000001263,F2,2026-02-06,4500001352,0000100106,527.61,USD,Posted
9000001264,S1,2024-10-14,4500001353,0000100175,6055.3,USD,Cancelled
9000001265,F2,2024-09-21,4500001354,0000100163,4981.39,USD,Posted
9000001266,F2,2024-11-07,4500001355,0000100014,733.75,USD,Posted
9000001267,S1,2025-10-13,4500001356,0000100134,2381.23,USD,Cancelled
9000001268,F2,2026-04-13,4500001357,0000100133,223.65,USD,Posted
9000001269,F2,2026-06-02,4500001358,0000100184,471.84,USD,Posted
9000001270,F2,2025-11-26,4500001359,0000100094,183.34,USD,Posted
9000001271,F2,2025-06-14,4500001360,0000100062,3561.05,USD,Posted
9000001272,F2,2026-07-19,4500001361,0000100033,324.99,USD,Posted
9000001273,F2,2025-09-18,4500001362,0000100006,662.05,USD,Posted
9000001274,F2,2026-04-20,4500001363,0000100078,2781.44,USD,Posted
9000001275,F2,2026-08-27,4500001364,0000100194,7239.52,USD,Posted
9000001276,F2,2025-03-14,4500001365,0000100184,361.43,USD,Posted
9000001277,F2,2025-06-22,4500001366,0000100124,1900.21,USD,Posted
9000001278,G2,2026-06-16,4500001367,0000100076,-473.15,USD,Posted
9000001279,G2,2025-11-13,4500001368,0000100143,-2529.22,USD,Posted
9000001280,F2,2026-07-04,4500001369,0000100128,1581.05,USD,Posted
9000001281,F2,2024-09-27,4500001370,0000100136,3281.66,USD,Posted
9000001282,F2,2026-05-08,4500001371,0000100107,2331.78,USD,Posted
9000001283,G2,2026-01-17,4500001372,0000100063,-72.41,USD,Posted
9000001284,F2,2025-12-28,4500001373,0000100084,329.25,USD,Posted
9000001285,F2,2024-12-29,4500001374,0000100197,4082.6,USD,Posted
9000001286,F2,2025-05-21,4500001375,0000100058,934.2,USD,Posted
9000001287,F2,2026-07-15,4500001376,0000100054,63.65,USD,Posted
9000001288,F2,2025-07-09,4500001377,0000100071,2887.85,USD,Posted
9000001289,F2,2026-07-12,4500001378,0000100014,1756.93,USD,Posted
9000001290,F2,2025-05-30,4500001379,0000100103,2494.97,USD,Posted
9000001291,F2,2025-12-16,4500001380,0000100079,3913.68,USD,Posted
9000001292,F2,2026-01-19,4500001381,0000100177,1606.96,USD,Posted
9000001293,F2,2025-01-23,4500001382,0000100110,869.5,USD,Posted
9000001294,F2,2024-12-27,4500001384,0000100145,271.29,USD,Posted
9000001295,F2,2025-02-13,4500001386,0000100137,1041.96,USD,Posted
9000001296,F2,2024-09-30,4500001388,0000100014,1477.58,USD,Posted
9000001297,F2,2026-02-08,4500001390,0000100002,13026.73,USD,Posted
9000001298,F2,2026-02-08,4500001391,0000100050,590.75,USD,Posted
9000001299,F2,2026-01-06,4500001392,0000100194,203.56,USD,Posted
9000001300,F2,2024-10-03,4500001393,0000100071,677.23,USD,Posted
9000001301,F2,2025-09-04,4500001394,0000100088,2990.44,USD,Posted
9000001302,F2,2026-02-26,4500001395,0000100157,1375.39,USD,Posted
9000001303,F2,2025-02-23,4500001396,0000100116,6009.06,USD,Posted
9000001304,F2,2025-03-16,4500001397,0000100172,4239.42,USD,Posted
9000001305,F2,2024-10-20,4500001399,0000100007,2015.52,USD,Posted
9000001306,F2,2026-05-21,4500001400,0000100128,2310.66,USD,Posted
9000001307,F2,2025-03-06,4500001402,0000100143,1946.82,USD,Posted
9000001308,F2,2025-08-04,4500001403,0000100124,23.88,USD,Posted
9000001309,F2,2025-01-06,4500001404,0000100029,5201.13,USD,Posted
9000001310,F2,2026-06-10,4500001405,0000100070,518.24,USD,Posted
9000001311,F2,2026-09-06,4500001406,0000100030,582.37,USD,Posted
9000001312,F2,2025-09-18,4500001407,0000100067,1651.51,USD,Posted
9000001313,F2,2025-03-07,4500001409,0000100096,7092.93,USD,Posted
9000001314,F2,2025-10-07,4500001410,0000100164,4048.16,USD,Posted
9000001315,F2,2026-07-02,4500001411,0000100013,1219.68,USD,Posted
9000001316,F2,2025-01-14,4500001412,0000100062,926.91,USD,Posted
9000001317,F2,2025-11-21,4500001413,0000100128,357.21,USD,Posted
9000001318,F2,2025-08-19,4500001414,0000100033,1849.95,USD,Posted
9000001319,F2,2026-08-13,4500001416,0000100121,1260.85,USD,Posted
9000001320,F2,2025-03-24,4500001417,0000100093,2032.92,USD,Posted
9000001321,F2,2026-05-28,4500001418,0000100168,2199.26,USD,Posted
9000001322,F2,2025-10-26,4500001419,0000100178,1770.5,USD,Posted
9000001323,G2,2025-05-19,4500001420,0000100114,-574.36,USD,Posted
9000001324,F2,2026-05-02,4500001421,0000100002,1583.45,USD,Posted
9000001325,F2,2025-08-24,4500001422,0000100137,3564.45,USD,Posted
9000001326,F2,2026-05-16,4500001423,0000100003,1102.2,USD,Posted
9000001327,F2,2025-02-24,4500001424,0000100045,7934.57,USD,Posted
9000001328,F2,2025-07-07,4500001425,0000100044,2231.04,USD,Posted
9000001329,F2,2026-02-07,4500001428,0000100134,4715.2,USD,Posted
9000001330,F2,2026-02-14,4500001429,0000100046,6435.66,USD,Posted
9000001331,F2,2025-10-31,4500001430,0000100156,456.75,USD,Posted
9000001332,F2,2025-12-26,4500001431,0000100058,547.95,USD,Posted
9000001333,F2,2025-05-07,4500001432,0000100116,622.87,USD,Posted
9000001334,F2,2025-06-25,4500001433,0000100058,6809.49,USD,Posted
9000001335,F2,2026-03-03,4500001434,0000100053,10887.94,USD,Posted
9000001336,G2,2025-02-24,4500001435,0000100068,-134.61,USD,Posted
9000001337,F2,2024-12-26,4500001436,0000100133,2901.89,USD,Posted
9000001338,F2,2026-07-03,4500001437,0000100176,1637.96,USD,Posted
9000001339,F2,2025-03-19,4500001438,0000100034,1438.66,USD,Posted
9000001340,F2,2025-01-19,4500001439,0000100170,670.68,USD,Posted
9000001341,S1,2025-11-04,4500001440,0000100127,258.86,USD,Cancelled
9000001342,F2,2025-01-30,4500001441,0000100109,7147.47,USD,Posted
9000001343,F2,2025-03-15,4500001442,0000100179,514.91,USD,Posted
9000001344,G2,2025-09-28,4500001444,0000100007,-168.17,USD,Posted
9000001345,F2,2026-05-03,4500001445,0000100115,596.0,USD,Posted
9000001346,F2,2026-02-11,4500001446,0000100055,95.52,USD,Posted
9000001347,F2,2025-08-16,4500001448,0000100002,2110.63,USD,Posted
9000001348,F2,2024-12-09,4500001449,0000100077,1119.51,USD,Posted
9000001349,F2,2025-05-17,4500001450,0000100070,22.76,USD,Posted
9000001350,G2,2026-03-13,4500001451,0000100043,-110.9,USD,Posted
9000001351,F2,2026-05-03,4500001452,0000100156,133.57,USD,Posted
9000001352,F2,2025-09-04,4500001453,0000100038,307.84,USD,Posted
9000001353,F2,2025-11-14,4500001454,0000100151,557.49,USD,Posted
9000001354,F2,2025-10-10,4500001455,0000100172,531.83,USD,Posted
9000001355,F2,2025-01-16,4500001456,0000100005,1111.04,USD,Posted
9000001356,F2,2026-07-29,4500001457,0000100024,5631.93,USD,Posted
9000001357,F2,2025-04-01,4500001458,0000100167,1794.09,USD,Posted
9000001358,F2,2026-02-03,4500001459,0000100148,4631.46,USD,Posted
9000001359,F2,2025-01-18,4500001460,0000100046,6522.21,USD,Posted
9000001360,F2,2026-01-16,4500001461,0000100178,179.34,USD,Posted
9000001361,F2,2025-04-22,4500001462,0000100059,1208.68,USD,Posted
9000001362,F2,2025-06-01,4500001463,0000100100,3919.86,USD,Posted
9000001363,F2,2025-01-26,4500001464,0000100072,1299.86,USD,Posted
9000001364,F2,2026-09-02,4500001465,0000100185,2722.96,USD,Posted
9000001365,F2,2026-08-16,4500001466,0000100043,3417.1,USD,Posted
9000001366,F2,2025-02-17,4500001467,0000100073,461.51,USD,Posted
9000001367,F2,2025-09-22,4500001468,0000100069,4523.55,USD,Posted
9000001368,F2,2025-07-12,4500001469,0000100157,14484.09,USD,Posted
9000001369,F2,2024-09-24,4500001470,0000100182,2547.39,USD,Posted
9000001370,F2,2026-08-28,4500001471,0000100153,19.26,USD,Posted
9000001371,S1,2026-04-23,4500001472,0000100004,1268.13,USD,Cancelled
9000001372,F2,2024-11-04,4500001473,0000100012,434.7,USD,Posted
9000001373,F2,2025-11-17,4500001474,0000100040,585.9,USD,Posted
9000001374,F2,2024-09-27,4500001475,0000100052,2131.98,USD,Posted
9000001375,F2,2025-06-06,4500001476,0000100062,1136.31,USD,Posted
9000001376,F2,2025-03-07,4500001477,0000100072,1851.32,USD,Posted
9000001377,F2,2025-01-14,4500001478,0000100117,238.92,USD,Posted
9000001378,F2,2025-01-26,4500001479,0000100030,2872.92,USD,Posted
9000001379,F2,2026-09-10,4500001480,0000100147,1668.66,USD,Posted
9000001380,S1,2026-03-15,4500001481,0000100070,1503.15,USD,Cancelled
9000001381,F2,2026-08-05,4500001482,0000100182,1994.02,USD,Posted
9000001382,F2,2025-01-08,4500001483,0000100097,3966.16,USD,Posted
9000001383,F2,2025-06-29,4500001484,0000100166,3389.53,USD,Posted
9000001384,F2,2025-01-22,4500001485,0000100010,4413.74,USD,Posted
9000001385,F2,2025-09-12,4500001486,0000100036,1304.3,USD,Posted
9000001386,F2,2025-06-18,4500001487,0000100020,603.5,USD,Posted
9000001387,F2,2025-01-11,4500001488,0000100103,2572.79,USD,Posted
9000001388,F2,2025-11-18,4500001489,0000100066,784.08,USD,Posted
9000001389,G2,2024-11-24,4500001490,0000100013,-209.68,USD,Posted
9000001390,F2,2025-05-19,4500001491,0000100182,636.6,USD,Posted
9000001391,F2,2025-10-06,4500001492,0000100151,1542.94,USD,Posted
9000001392,F2,2025-06-16,4500001493,0000100164,4055.84,USD,Posted
9000001393,F2,2025-01-21,4500001494,0000100029,269.78,USD,Posted
9000001394,F2,2025-10-28,4500001495,0000100161,2700.54,USD,Posted
9000001395,F2,2026-07-12,4500001496,0000100082,1225.36,USD,Posted
9000001396,F2,2026-05-15,4500001497,0000100150,2361.29,USD,Posted
9000001397,F2,2026-02-18,4500001498,0000100081,1088.69,USD,Posted
9000001398,G2,2026-03-16,4500001499,0000100034,-461.2,USD,Posted
