LOG_ID,TIMESTAMP,INTERFACE_ID,SOURCE_SYSTEM,TARGET_SYSTEM,MESSAGE_TYPE,STATUS,LATENCY_MS,PAYLOAD_SIZE_KB,RETRY_COUNT
LOG-0001908,2026-09-07 10:48:40.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,84.4,13.0,0
LOG-0000448,2026-09-07 10:50:16.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,54.4,6.11,0
LOG-0000313,2026-09-07 11:08:55.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,73.0,4.54,0
LOG-0001995,2026-09-07 11:13:15.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,194.7,16.14,0
LOG-0004626,2026-09-07 11:20:22.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,83.8,2.2,0
LOG-0001842,2026-09-07 11:20:38.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,21.7,9.01,0
LOG-0003432,2026-09-07 11:28:24.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,46.7,13.02,0
LOG-0000989,2026-09-07 11:30:49.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,105.5,9.29,0
LOG-0003111,2026-09-07 11:39:10.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,129.7,12.07,0
LOG-0003088,2026-09-07 11:39:24.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,147.5,4.96,0
LOG-0004661,2026-09-07 11:44:42.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,102.3,17.14,0
LOG-0002635,2026-09-07 11:46:37.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,32.2,1.67,0
LOG-0002134,2026-09-07 11:57:33.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,62.3,43.66,0
LOG-0001696,2026-09-07 12:04:00.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,91.9,2.49,0
LOG-0004960,2026-09-07 12:11:15.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,30.5,4.02,0
LOG-0003377,2026-09-07 12:27:28.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,FAILED,27.5,33.32,3
LOG-0002802,2026-09-07 12:31:11.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,150.5,9.33,0
LOG-0000249,2026-09-07 12:37:26.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,34.2,8.01,0
LOG-0000430,2026-09-07 12:48:42.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,99.8,3.89,0
LOG-0001519,2026-09-07 12:55:52.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,37.5,8.64,0
LOG-0004151,2026-09-07 12:59:19.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,37.6,7.9,0
LOG-0000107,2026-09-07 13:12:57.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,RETRY,208.9,16.32,3
LOG-0000816,2026-09-07 13:13:22.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,92.9,7.2,0
LOG-0001212,2026-09-07 13:15:47.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,22.4,1.27,0
LOG-0001938,2026-09-07 13:16:20.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,TIMEOUT,202.3,16.66,3
LOG-0004208,2026-09-07 14:04:50.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,FAILED,1275.7,14.87,0
LOG-0002340,2026-09-07 14:11:25.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,TIMEOUT,44.8,1.97,2
LOG-0003847,2026-09-07 14:20:46.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,46.7,2.16,0
LOG-0004890,2026-09-07 14:29:31.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,23.1,1.6,0
LOG-0001859,2026-09-07 14:32:42.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,18.0,12.1,0
LOG-0003177,2026-09-07 14:37:47.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,77.2,27.04,0
LOG-0004140,2026-09-07 14:38:47.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,65.5,2.84,0
LOG-0003142,2026-09-07 14:41:58.079035,IF-005,SAP_S4HANA,BTP_APP,OData,FAILED,79.6,9.75,1
LOG-0001438,2026-09-07 14:57:22.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,199.9,3.97,0
LOG-0002229,2026-09-07 15:08:55.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,112.3,11.68,0
LOG-0004997,2026-09-07 15:12:34.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,29.0,1.61,0
LOG-0001222,2026-09-07 15:20:43.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,98.7,13.91,0
LOG-0001826,2026-09-07 15:48:50.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,32.9,11.28,0
LOG-0001971,2026-09-07 15:52:15.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,51.3,3.79,0
LOG-0004747,2026-09-07 16:04:52.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,71.6,8.73,0
LOG-0004073,2026-09-07 16:53:23.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,38.6,1.6,0
LOG-0002685,2026-09-07 17:03:04.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,126.9,3.42,0
LOG-0001486,2026-09-07 17:07:29.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,52.3,8.18,0
LOG-0000653,2026-09-07 17:11:34.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,51.4,12.65,0
LOG-0001503,2026-09-07 17:16:00.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,66.6,2.03,0
LOG-0002054,2026-09-07 17:19:00.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,67.7,3.49,0
LOG-0000857,2026-09-07 17:41:37.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,69.1,0.72,0
LOG-0000948,2026-09-07 17:42:41.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,71.0,6.24,0
LOG-0003152,2026-09-07 17:49:08.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,RETRY,41.7,1.98,0
LOG-0002027,2026-09-07 17:54:32.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,42.8,3.73,0
LOG-0001100,2026-09-07 18:08:07.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,135.5,5.51,0
LOG-0001050,2026-09-07 18:11:48.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,372.2,6.91,0
LOG-0002655,2026-09-07 18:14:27.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,31.9,4.34,0
LOG-0004277,2026-09-07 18:21:34.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,796.1,1.61,0
LOG-0001632,2026-09-07 18:24:18.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,32.0,4.84,0
LOG-0002064,2026-09-07 18:24:36.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,102.2,10.04,0
LOG-0000890,2026-09-07 18:32:52.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,46.9,27.57,0
LOG-0004909,2026-09-07 18:36:03.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,22.1,6.9,0
LOG-0003340,2026-09-07 18:38:59.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,72.1,32.07,0
LOG-0003632,2026-09-07 18:52:14.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,46.3,10.17,0
LOG-0000360,2026-09-07 19:03:59.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,42.4,3.29,0
LOG-0000991,2026-09-07 19:12:20.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,69.1,17.76,0
LOG-0003283,2026-09-07 19:12:26.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,60.3,2.17,0
LOG-0004650,2026-09-07 19:16:46.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,151.9,21.96,0
LOG-0000844,2026-09-07 19:25:44.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,59.8,24.95,0
LOG-0001603,2026-09-07 19:29:49.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,34.4,35.39,0
LOG-0004430,2026-09-07 19:35:02.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,44.8,5.2,0
LOG-0004676,2026-09-07 19:36:15.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,78.4,3.66,0
LOG-0004985,2026-09-07 19:43:52.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,71.5,0.91,0
LOG-0001059,2026-09-07 19:58:27.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,16.9,7.31,0
LOG-0002780,2026-09-07 20:02:36.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,37.6,7.69,0
LOG-0003587,2026-09-07 20:04:33.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,153.2,8.17,0
LOG-0002230,2026-09-07 20:13:36.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,90.4,6.05,0
LOG-0001176,2026-09-07 20:13:59.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,54.1,3.15,0
LOG-0000284,2026-09-07 20:15:54.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,196.8,3.05,0
LOG-0004464,2026-09-07 20:16:24.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,47.7,5.82,0
LOG-0000050,2026-09-07 20:29:29.079035,IF-005,SAP_S4HANA,BTP_APP,OData,FAILED,77.9,3.44,0
LOG-0004380,2026-09-07 20:40:38.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,77.3,4.1,0
LOG-0001277,2026-09-07 20:48:31.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,18.8,3.92,0
LOG-0004792,2026-09-07 21:05:39.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,33.4,25.16,0
LOG-0001422,2026-09-07 21:09:50.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,234.6,10.75,0
LOG-0004662,2026-09-07 21:20:36.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,69.1,8.86,0
LOG-0002936,2026-09-07 21:30:30.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,115.7,3.16,0
LOG-0002461,2026-09-07 21:48:32.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,52.7,18.16,0
LOG-0001991,2026-09-07 21:49:38.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,117.3,2.03,0
LOG-0001728,2026-09-07 22:02:38.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,38.8,10.82,0
LOG-0001502,2026-09-07 22:04:43.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,91.6,10.58,0
LOG-0002105,2026-09-07 22:17:48.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,123.4,4.43,0
LOG-0003102,2026-09-07 22:26:51.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,44.8,9.49,0
LOG-0003513,2026-09-07 22:39:50.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,59.9,2.35,0
LOG-0000113,2026-09-07 22:51:29.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,113.3,10.09,0
LOG-0001047,2026-09-07 22:52:35.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,23.6,3.39,0
LOG-0000242,2026-09-07 22:53:16.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,56.8,5.71,0
LOG-0003027,2026-09-07 22:54:13.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,104.1,19.76,0
LOG-0001062,2026-09-07 22:59:35.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,68.8,11.54,0
LOG-0004300,2026-09-07 23:12:48.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,105.9,0.82,0
LOG-0003511,2026-09-07 23:15:04.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,45.3,12.5,0
LOG-0002062,2026-09-07 23:20:46.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,119.0,7.78,0
LOG-0003215,2026-09-07 23:29:31.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,RETRY,43.4,6.89,2
LOG-0000376,2026-09-07 23:31:44.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,166.1,9.74,0
LOG-0002074,2026-09-07 23:51:49.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,64.5,5.3,0
LOG-0000069,2026-09-07 23:52:40.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,115.4,14.84,0
LOG-0002932,2026-09-08 00:02:04.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,177.3,9.59,0
LOG-0004652,2026-09-08 00:25:15.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,104.9,1.72,0
LOG-0001104,2026-09-08 00:25:29.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,24.6,9.64,0
LOG-0004402,2026-09-08 00:46:05.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,130.6,8.1,0
LOG-0002379,2026-09-08 00:47:45.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,56.3,8.03,0
LOG-0003725,2026-09-08 00:52:43.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,FAILED,293.7,7.27,2
LOG-0000019,2026-09-08 00:55:29.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,61.1,4.51,0
LOG-0003834,2026-09-08 00:57:06.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,58.0,6.42,0
LOG-0000686,2026-09-08 00:58:40.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,34.9,7.97,0
LOG-0003849,2026-09-08 01:01:48.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,134.0,19.79,0
LOG-0004580,2026-09-08 01:03:47.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,90.3,19.8,0
LOG-0004755,2026-09-08 01:12:32.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,RETRY,55.7,6.79,3
LOG-0000745,2026-09-08 01:13:24.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,56.4,3.94,0
LOG-0001337,2026-09-08 01:27:16.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,14.3,122.71,0
LOG-0001870,2026-09-08 01:30:12.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,34.6,71.84,0
LOG-0003608,2026-09-08 01:37:41.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,32.7,20.7,0
LOG-0003933,2026-09-08 01:52:50.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,91.0,18.8,0
LOG-0000142,2026-09-08 02:02:58.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,83.5,2.73,0
LOG-0000034,2026-09-08 02:08:04.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,39.7,2.01,0
LOG-0003641,2026-09-08 02:13:17.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,98.8,6.46,0
LOG-0003893,2026-09-08 02:25:46.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,46.0,2.22,0
LOG-0004896,2026-09-08 02:39:56.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,FAILED,223.0,5.85,1
LOG-0001525,2026-09-08 02:45:39.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,46.0,3.17,0
LOG-0002003,2026-09-08 03:13:26.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,FAILED,102.7,15.77,3
LOG-0001186,2026-09-08 03:38:55.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,77.3,12.37,0
LOG-0003685,2026-09-08 03:39:05.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,96.6,8.7,0
LOG-0004318,2026-09-08 03:45:35.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,73.0,7.41,0
LOG-0002123,2026-09-08 03:48:32.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,65.9,1.76,0
LOG-0003099,2026-09-08 04:01:29.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,221.2,6.02,0
LOG-0002170,2026-09-08 04:09:55.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,28.2,2.54,0
LOG-0003971,2026-09-08 04:13:34.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,114.9,46.44,0
LOG-0000532,2026-09-08 04:28:24.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,34.7,4.75,0
LOG-0000869,2026-09-08 04:35:55.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,175.8,1.99,0
LOG-0001619,2026-09-08 04:50:41.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,33.2,2.62,0
LOG-0002988,2026-09-08 04:53:24.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,55.9,6.36,0
LOG-0003660,2026-09-08 04:56:52.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,60.2,6.53,0
LOG-0000971,2026-09-08 05:03:22.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,36.1,3.44,0
LOG-0000958,2026-09-08 05:04:38.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,FAILED,864.8,3.36,2
LOG-0003888,2026-09-08 05:24:33.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,36.6,10.55,0
LOG-0004995,2026-09-08 05:27:43.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,107.1,4.19,0
LOG-0004950,2026-09-08 05:28:33.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,43.6,32.4,0
LOG-0003560,2026-09-08 05:34:30.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,69.3,3.95,0
LOG-0003484,2026-09-08 05:35:18.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,31.3,5.93,0
LOG-0001419,2026-09-08 05:37:19.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,91.6,2.44,0
LOG-0003899,2026-09-08 05:38:47.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,41.2,2.57,0
LOG-0003665,2026-09-08 05:45:10.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,21.3,69.95,0
LOG-0001066,2026-09-08 05:46:20.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,99.0,12.73,0
LOG-0004401,2026-09-08 05:48:29.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,FAILED,16.7,31.3,3
LOG-0004906,2026-09-08 05:51:34.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,70.8,27.08,0
LOG-0001005,2026-09-08 06:14:45.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,31.7,3.73,0
LOG-0001509,2026-09-08 06:17:35.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,103.0,2.38,0
LOG-0000741,2026-09-08 06:18:33.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,59.1,1.83,0
LOG-0003225,2026-09-08 06:23:22.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,52.7,1.77,0
LOG-0001236,2026-09-08 06:25:24.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,157.8,7.41,0
LOG-0000750,2026-09-08 06:51:46.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,84.3,2.68,0
LOG-0003494,2026-09-08 06:53:51.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,160.9,12.66,0
LOG-0003119,2026-09-08 06:56:20.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,83.3,1.82,0
LOG-0001936,2026-09-08 07:02:58.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,215.5,9.7,0
LOG-0002687,2026-09-08 07:03:57.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,31.0,17.94,0
LOG-0002177,2026-09-08 07:07:51.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,32.5,9.12,0
LOG-0002471,2026-09-08 07:09:13.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,153.0,68.8,0
LOG-0003903,2026-09-08 07:32:10.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,175.3,4.35,0
LOG-0000641,2026-09-08 07:38:20.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,61.5,24.42,0
LOG-0002821,2026-09-08 07:43:38.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,146.1,7.45,0
LOG-0000591,2026-09-08 07:48:30.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,56.1,16.83,0
LOG-0000704,2026-09-08 07:51:31.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,136.4,1.07,0
LOG-0000725,2026-09-08 07:53:36.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,184.4,14.0,0
LOG-0000342,2026-09-08 07:57:01.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,100.4,2.87,0
LOG-0004345,2026-09-08 07:59:13.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,RETRY,54.8,6.22,2
LOG-0002475,2026-09-08 08:12:31.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,FAILED,50.7,18.7,0
LOG-0000529,2026-09-08 08:18:54.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,152.5,15.09,0
LOG-0001449,2026-09-08 08:20:11.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,74.5,24.36,0
LOG-0003568,2026-09-08 08:29:06.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,54.7,6.04,0
LOG-0004352,2026-09-08 08:31:08.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,24.6,23.07,0
LOG-0002642,2026-09-08 08:43:45.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,54.3,40.87,0
LOG-0003701,2026-09-08 08:52:15.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,70.8,6.45,0
LOG-0001624,2026-09-08 09:05:34.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,62.3,3.6,0
LOG-0000392,2026-09-08 09:10:01.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,74.5,7.85,0
LOG-0002035,2026-09-08 09:25:37.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,33.8,3.22,0
LOG-0000592,2026-09-08 09:26:44.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,TIMEOUT,55.8,5.2,1
LOG-0003785,2026-09-08 09:35:17.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,48.7,3.91,0
LOG-0004773,2026-09-08 09:48:25.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,29.3,2.01,0
LOG-0003884,2026-09-08 09:48:51.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,60.4,1.64,0
LOG-0004619,2026-09-08 10:04:56.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,721.3,4.9,0
LOG-0004011,2026-09-08 10:15:52.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,135.3,5.41,0
LOG-0001841,2026-09-08 10:27:13.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,92.3,12.73,0
LOG-0000225,2026-09-08 10:37:01.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,20.8,3.76,0
LOG-0002870,2026-09-08 10:40:49.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,113.3,0.64,0
LOG-0004240,2026-09-08 10:44:30.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,195.0,17.4,0
LOG-0002477,2026-09-08 10:56:19.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,108.5,25.6,0
LOG-0002055,2026-09-08 10:57:12.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,7.9,19.2,0
LOG-0000420,2026-09-08 11:14:36.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,20.3,1.04,0
LOG-0001294,2026-09-08 11:18:30.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,RETRY,77.2,3.6,3
LOG-0002226,2026-09-08 11:18:33.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,105.1,6.13,0
