VBELN,ERDAT,AUART,VKORG,VTWEG,SPART,KUNNR,NETWR,WAERK,STATUS
4500001072,2025-12-13,OR,1000,12,02,0000100031,2244.38,USD,Billed
4500001073,2026-01-24,OR,2000,20,02,0000100085,1532.99,USD,Billed
4500001074,2025-04-09,OR,3000,12,01,0000100168,253.8,USD,Cancelled
4500001075,2026-03-17,OR,1000,12,01,0000100163,1900.29,USD,Billed
4500001076,2024-10-19,ZOR,1000,10,00,0000100042,745.29,USD,Billed
4500001077,2025-02-09,OR,2000,20,02,0000100035,2127.36,USD,Billed
4500001078,2025-05-04,OR,1000,10,02,0000100030,9128.19,USD,Billed
4500001079,2025-04-16,OR,3000,12,00,0000100080,1060.8,USD,Billed
4500001080,2026-06-03,OR,3000,10,02,0000100047,3282.73,USD,Billed
4500001081,2025-06-14,ZOR,2000,10,02,0000100068,5149.25,USD,Billed
4500001082,2025-11-13,OR,1000,20,00,0000100097,834.35,USD,Billed
4500001083,2025-01-29,OR,3000,20,01,0000100192,1956.27,USD,Billed
4500001084,2026-03-20,OR,2000,20,02,0000100025,882.06,USD,Billed
4500001085,2025-10-27,OR,2000,10,02,0000100074,2425.9,USD,Billed
4500001086,2025-09-15,ZOR,2000,12,01,0000100104,3167.93,USD,Billed
4500001087,2025-11-09,OR,1000,10,02,0000100194,186.75,USD,Cancelled
4500001088,2025-08-13,OR,3000,10,01,0000100106,121.55,USD,Billed
4500001089,2025-11-01,ZOR,3000,10,01,0000100051,556.37,USD,Billed
4500001090,2024-12-24,OR,1000,12,00,0000100167,2345.04,USD,Billed
4500001091,2026-01-30,OR,2000,12,00,0000100137,7779.97,USD,Billed
4500001092,2024-10-27,OR,2000,20,01,0000100048,1313.36,USD,Billed
4500001093,2025-03-14,OR,2000,12,01,0000100098,2093.13,USD,Billed
4500001094,2025-07-14,OR,1000,20,00,0000100067,1466.28,USD,Billed
4500001095,2024-11-21,RE,1000,10,00,0000100085,2851.14,USD,Billed
4500001096,2025-04-02,OR,2000,10,02,0000100167,761.3,USD,Billed
4500001097,2025-06-30,RE,2000,12,00,0000100038,66.12,USD,Cancelled
4500001098,2026-01-29,OR,3000,12,00,0000100055,2378.02,USD,Billed
4500001099,2025-06-18,OR,2000,12,01,0000100103,384.39,USD,Billed
4500001100,2026-04-27,OR,1000,12,02,0000100133,3784.28,USD,Billed
4500001101,2025-11-16,OR,2000,12,01,0000100014,4205.43,USD,Billed
4500001102,2026-03-15,OR,1000,20,02,0000100160,1098.66,USD,Billed
4500001103,2025-09-21,OR,3000,12,00,0000100164,1287.69,USD,Billed
4500001104,2025-05-30,OR,1000,10,01,0000100046,4191.57,USD,Cancelled
4500001105,2026-04-14,OR,2000,10,02,0000100038,2899.25,USD,Billed
4500001106,2026-06-26,OR,3000,10,02,0000100017,731.55,USD,Billed
4500001107,2025-01-25,OR,1000,20,01,0000100009,2790.05,USD,Billed
4500001108,2024-10-17,RE,3000,10,01,0000100028,564.05,USD,Billed
4500001109,2026-07-26,OR,3000,20,00,0000100037,601.44,USD,Billed
4500001110,2025-09-10,OR,2000,10,02,0000100186,1403.88,USD,Cancelled
4500001111,2025-11-07,OR,2000,20,02,0000100007,462.07,USD,Billed
4500001112,2025-08-10,OR,2000,20,02,0000100036,4760.28,USD,Billed
4500001113,2025-07-22,ZOR,3000,20,00,0000100100,2772.46,USD,Billed
4500001114,2025-10-01,OR,1000,12,00,0000100121,1080.44,USD,Billed
4500001115,2026-01-07,OR,2000,20,02,0000100042,497.4,USD,Billed
4500001116,2026-01-03,OR,2000,20,02,0000100000,312.64,USD,Billed
4500001117,2026-01-13,OR,2000,20,02,0000100178,1148.55,USD,Billed
4500001118,2026-06-26,OR,1000,12,00,0000100090,12564.72,USD,Billed
4500001119,2025-10-06,OR,3000,10,00,0000100024,5737.95,USD,Billed
4500001120,2026-06-13,CS,2000,12,02,0000100114,869.0,USD,Billed
4500001121,2024-12-14,OR,3000,10,01,0000100084,5175.43,USD,Billed
4500001122,2024-12-02,OR,1000,10,01,0000100083,2625.5,USD,Billed
4500001123,2024-10-21,OR,1000,20,01,0000100162,2210.75,USD,Billed
4500001124,2025-10-28,OR,2000,12,01,0000100034,59.77,USD,Billed
4500001125,2025-06-19,OR,3000,20,02,0000100042,1743.36,USD,Cancelled
4500001126,2025-01-12,CS,2000,20,00,0000100171,1582.14,USD,Billed
4500001127,2026-09-06,OR,3000,12,02,0000100001,3837.73,USD,In Process
4500001128,2026-02-18,RE,2000,20,01,0000100131,1123.45,USD,Billed
4500001129,2025-12-28,OR,2000,20,00,0000100128,3323.54,USD,Billed
4500001130,2025-01-14,OR,3000,12,01,0000100021,895.85,USD,Billed
4500001131,2024-09-26,OR,2000,10,00,0000100067,263.12,USD,Billed
4500001132,2024-11-23,OR,3000,12,00,0000100172,2827.6,USD,Billed
4500001133,2026-04-07,RE,3000,12,02,0000100010,1302.65,USD,Billed
4500001134,2025-01-24,OR,2000,20,01,0000100152,786.0,USD,Billed
4500001135,2025-02-23,ZOR,3000,20,01,0000100062,240.65,USD,Billed
4500001136,2026-03-04,OR,2000,20,00,0000100188,3362.22,USD,Billed
4500001137,2025-07-31,OR,3000,10,02,0000100133,1685.68,USD,Billed
4500001138,2025-05-24,CS,2000,20,01,0000100186,400.1,USD,Billed
4500001139,2026-03-06,OR,2000,10,01,0000100092,1433.71,USD,Billed
4500001140,2025-06-09,OR,3000,12,00,0000100025,36.4,USD,Billed
4500001141,2026-08-02,OR,1000,10,00,0000100175,1693.6,USD,Billed
4500001142,2024-12-10,OR,2000,12,00,0000100130,25638.01,USD,Billed
4500001143,2025-11-26,OR,3000,20,01,0000100010,3289.67,USD,Billed
4500001144,2025-07-18,OR,3000,12,00,0000100199,228.84,USD,Billed
4500001145,2025-04-21,RE,1000,20,02,0000100199,236.49,USD,Billed
4500001146,2024-09-24,OR,1000,10,00,0000100193,551.79,USD,Billed
4500001147,2025-02-17,OR,2000,12,02,0000100141,3595.12,USD,Billed
4500001148,2025-08-07,OR,2000,12,00,0000100025,3878.52,USD,Cancelled
4500001149,2026-02-04,OR,1000,10,01,0000100104,3025.65,USD,Billed
4500001150,2025-03-14,OR,2000,10,02,0000100124,390.32,USD,Billed
4500001151,2025-06-30,ZOR,3000,20,02,0000100122,1659.5,USD,Billed
4500001152,2025-10-03,OR,3000,20,01,0000100092,172.9,USD,Billed
4500001153,2025-06-15,OR,1000,12,02,0000100130,9625.49,USD,Cancelled
4500001154,2025-07-15,OR,1000,10,01,0000100037,1580.54,USD,Billed
4500001155,2025-03-26,OR,1000,10,02,0000100099,2031.9,USD,Billed
4500001156,2025-08-02,OR,1000,20,02,0000100157,1493.98,USD,Billed
4500001157,2024-09-18,OR,2000,12,02,0000100140,5275.76,USD,Billed
4500001158,2026-02-15,OR,2000,20,02,0000100105,2262.93,USD,Billed
4500001159,2025-11-19,OR,3000,10,00,0000100182,3066.16,USD,Billed
4500001160,2026-01-28,OR,1000,12,00,0000100022,2481.14,USD,Billed
4500001161,2025-11-26,ZOR,3000,12,00,0000100012,8162.68,USD,Billed
4500001162,2026-01-14,RE,3000,12,00,0000100115,3710.26,USD,Billed
4500001163,2026-07-07,RE,1000,12,01,0000100161,9430.6,USD,Billed
4500001164,2025-12-19,OR,1000,10,01,0000100029,5944.29,USD,Billed
4500001165,2025-07-13,OR,2000,20,02,0000100184,923.06,USD,Billed
4500001166,2026-01-21,OR,2000,10,02,0000100080,951.52,USD,Billed
4500001167,2025-02-25,OR,2000,12,02,0000100158,907.0,USD,Billed
4500001168,2026-01-23,RE,3000,12,00,0000100072,199.44,USD,Billed
4500001169,2026-03-12,OR,1000,12,00,0000100050,4873.04,USD,Billed
4500001170,2025-07-08,OR,1000,10,00,0000100041,3145.08,USD,Billed
4500001171,2026-05-17,OR,3000,12,00,0000100033,3612.21,USD,Billed
4500001172,2026-02-12,OR,1000,10,01,0000100091,3525.38,USD,Billed
4500001173,2026-03-27,RE,1000,12,02,0000100028,899.3,USD,Billed
4500001174,2026-08-22,OR,1000,12,00,0000100106,1974.08,USD,Cancelled
4500001175,2025-08-23,OR,3000,10,01,0000100115,3096.0,USD,Billed
4500001176,2024-11-01,OR,1000,20,00,0000100081,2325.14,USD,Billed
4500001177,2025-07-07,OR,1000,12,01,0000100068,6412.0,USD,Billed
4500001178,2025-08-25,OR,3000,12,02,0000100003,568.0,USD,Billed
4500001179,2026-05-05,RE,3000,12,00,0000100187,1754.57,USD,Billed
4500001180,2024-11-29,OR,1000,12,00,0000100189,564.78,USD,Billed
4500001181,2025-04-10,OR,3000,12,00,0000100132,2135.43,USD,Cancelled
4500001182,2025-11-15,OR,3000,20,01,0000100136,6561.48,USD,Billed
4500001183,2025-07-26,OR,3000,10,00,0000100025,2687.22,USD,Billed
4500001184,2025-11-20,OR,3000,10,01,0000100161,6201.87,USD,Billed
4500001185,2025-10-22,CS,2000,10,01,0000100001,3306.96,USD,Billed
4500001186,2025-10-18,OR,2000,12,01,0000100158,3647.97,USD,Billed
4500001187,2025-08-14,OR,1000,10,01,0000100123,1769.55,USD,Billed
4500001188,2026-04-01,CS,1000,20,02,0000100055,2990.5,USD,Billed
4500001189,2026-06-18,OR,2000,12,02,0000100139,1467.88,USD,Billed
4500001190,2025-08-20,RE,3000,10,01,0000100066,4000.58,USD,Billed
4500001191,2025-04-19,OR,3000,20,01,0000100167,1210.95,USD,Billed
4500001192,2026-08-06,OR,1000,10,01,0000100140,536.64,USD,Billed
4500001193,2025-06-30,ZOR,3000,12,02,0000100035,1758.08,USD,Billed
4500001194,2025-05-20,OR,1000,10,01,0000100022,4316.4,USD,Billed
4500001195,2026-06-26,OR,2000,10,02,0000100174,6515.2,USD,Billed
4500001196,2025-02-01,OR,2000,20,00,0000100170,452.01,USD,Billed
4500001197,2025-04-20,OR,1000,20,02,0000100107,250.39,USD,Billed
4500001198,2025-12-01,OR,1000,10,02,0000100113,2379.21,USD,Billed
4500001199,2026-05-11,OR,2000,10,01,0000100079,11256.47,USD,Billed
4500001200,2025-01-07,OR,2000,20,02,0000100022,714.76,USD,Billed
4500001201,2025-12-19,RE,3000,10,00,0000100181,68.96,USD,Billed
4500001202,2024-10-04,ZOR,1000,20,01,0000100188,5381.72,USD,Billed
4500001203,2025-01-09,OR,3000,12,01,0000100095,1237.25,USD,Billed
4500001204,2025-11-13,ZOR,1000,10,00,0000100186,3319.84,USD,Billed
4500001205,2025-06-06,OR,1000,10,01,0000100172,148.01,USD,Billed
4500001206,2026-05-10,CS,2000,10,01,0000100071,4665.8,USD,Billed
4500001207,2025-05-15,OR,1000,10,02,0000100125,394.56,USD,Billed
4500001208,2026-07-28,RE,3000,10,02,0000100072,33.52,USD,Billed
4500001209,2025-03-10,OR,2000,10,00,0000100095,5650.25,USD,Billed
4500001210,2025-07-16,ZOR,2000,20,01,0000100183,2701.38,USD,Billed
4500001211,2026-04-07,OR,2000,12,02,0000100180,623.22,USD,Billed
4500001212,2026-06-04,OR,1000,20,02,0000100182,3674.89,USD,Billed
4500001213,2025-04-12,OR,1000,12,01,0000100063,1595.68,USD,Billed
4500001214,2026-02-04,OR,3000,10,02,0000100106,607.67,USD,Billed
4500001215,2025-06-14,OR,3000,20,02,0000100188,645.81,USD,Billed
4500001216,2025-04-20,OR,3000,12,01,0000100031,1118.81,USD,Billed
4500001217,2025-10-30,OR,1000,20,02,0000100139,2784.68,USD,Billed
4500001218,2026-04-05,OR,3000,12,00,0000100086,4910.95,USD,Billed
4500001219,2024-12-19,OR,1000,12,02,0000100028,6015.14,USD,Billed
4500001220,2025-04-01,OR,1000,12,01,0000100030,2555.32,USD,Billed
4500001221,2025-08-09,OR,3000,20,02,0000100095,861.28,USD,Billed
4500001222,2025-03-14,OR,2000,10,00,0000100039,2558.2,USD,Billed
4500001223,2025-01-06,OR,3000,10,00,0000100030,4413.69,USD,Billed
4500001224,2025-03-30,OR,1000,12,01,0000100101,2454.67,USD,Billed
4500001225,2026-04-17,ZOR,3000,12,00,0000100191,4848.36,USD,Billed
4500001226,2025-02-10,OR,2000,12,02,0000100178,4096.91,USD,Billed
4500001227,2025-10-16,OR,2000,20,00,0000100112,3733.15,USD,Billed
4500001228,2025-10-21,OR,3000,20,00,0000100057,5156.88,USD,Billed
4500001229,2026-02-06,OR,3000,10,01,0000100115,426.95,USD,Cancelled
4500001230,2026-09-05,ZOR,1000,10,01,0000100102,2575.01,USD,Billed
4500001231,2025-08-29,ZOR,3000,10,00,0000100111,1685.89,USD,Billed
4500001232,2026-05-29,OR,2000,10,00,0000100018,5854.97,USD,Billed
4500001233,2026-07-31,CS,2000,20,02,0000100185,2129.65,USD,Billed
4500001234,2026-05-13,OR,2000,12,02,0000100059,286.86,USD,Billed
4500001235,2024-12-06,OR,3000,20,00,0000100196,1449.25,USD,Billed
4500001236,2025-11-14,OR,3000,10,02,0000100086,3551.76,USD,Billed
4500001237,2025-10-19,OR,3000,10,01,0000100103,5268.15,USD,Billed
4500001238,2026-01-10,OR,1000,10,00,0000100194,1493.22,USD,Billed
4500001239,2025-11-12,OR,2000,12,00,0000100038,1183.82,USD,Billed
4500001240,2025-06-30,OR,1000,12,01,0000100052,7933.32,USD,Billed
4500001241,2025-07-12,OR,2000,10,02,0000100088,651.18,USD,Billed
4500001242,2026-03-28,ZOR,3000,10,02,0000100060,1195.74,USD,Cancelled
4500001243,2025-09-30,OR,2000,20,01,0000100093,3047.14,USD,Billed
4500001244,2025-06-30,OR,2000,20,02,0000100144,4814.14,USD,Billed
4500001245,2025-12-20,ZOR,2000,10,02,0000100033,510.72,USD,Billed
4500001246,2025-10-19,OR,2000,10,00,0000100081,1977.32,USD,Billed
4500001247,2026-04-26,OR,1000,20,02,0000100144,216.63,USD,Billed
4500001248,2026-06-12,OR,2000,10,00,0000100076,5315.68,USD,Billed
4500001249,2025-04-02,OR,1000,20,00,0000100064,92.4,USD,Billed
4500001250,2026-06-09,RE,3000,12,01,0000100059,2884.74,USD,Billed
4500001251,2025-01-08,OR,2000,12,01,0000100073,6009.39,USD,Billed
4500001252,2024-12-28,OR,3000,20,01,0000100012,1231.99,USD,Billed
4500001253,2025-05-05,OR,2000,10,02,0000100046,3698.53,USD,Billed
4500001254,2025-08-22,OR,2000,20,00,0000100057,422.4,USD,Billed
4500001255,2026-06-02,ZOR,1000,20,02,0000100078,1892.19,USD,Billed
4500001256,2025-06-01,OR,3000,12,01,0000100069,2318.45,USD,Billed
4500001257,2025-06-17,ZOR,2000,20,00,0000100074,3796.39,USD,Billed
4500001258,2026-04-26,OR,3000,10,02,0000100029,1260.37,USD,Billed
4500001259,2025-05-29,ZOR,2000,20,02,0000100042,706.15,USD,Cancelled
4500001260,2024-12-06,OR,3000,20,02,0000100125,4951.47,USD,Billed
4500001261,2025-04-11,OR,2000,12,00,0000100017,8071.83,USD,Billed
4500001262,2025-02-02,OR,1000,12,00,0000100104,923.9,USD,Billed
4500001263,2026-07-09,OR,3000,20,02,0000100021,8408.31,USD,Cancelled
4500001264,2025-11-03,CS,2000,12,02,0000100141,29.1,USD,Billed
4500001265,2025-10-21,OR,2000,10,01,0000100175,634.59,USD,Cancelled
4500001266,2025-02-18,OR,2000,12,02,0000100107,10065.08,USD,Billed
4500001267,2026-06-08,ZOR,2000,20,00,0000100041,2549.14,USD,Billed
4500001268,2024-12-11,OR,1000,10,01,0000100025,8652.48,USD,Billed
4500001269,2026-04-29,OR,2000,20,01,0000100041,12107.55,USD,Billed
4500001270,2025-04-04,OR,1000,20,01,0000100196,11501.75,USD,Billed
4500001271,2026-04-28,OR,3000,10,02,0000100080,3354.11,USD,Billed
4500001272,2025-08-23,OR,1000,10,00,0000100073,13.62,USD,Billed
4500001273,2025-08-31,OR,3000,10,00,0000100010,5983.52,USD,Billed
4500001274,2024-12-08,ZOR,2000,10,02,0000100161,1315.08,USD,Cancelled
4500001275,2025-12-22,OR,2000,20,00,0000100114,291.9,USD,Billed
4500001276,2026-08-17,OR,1000,10,00,0000100112,1386.57,USD,Billed
4500001277,2025-08-16,OR,1000,10,02,0000100198,8929.93,USD,Billed
4500001278,2025-10-05,OR,3000,20,00,0000100040,4721.94,USD,Billed
4500001279,2026-04-01,OR,1000,20,00,0000100117,1618.28,USD,Cancelled
4500001280,2024-11-17,OR,1000,10,00,0000100038,4249.2,USD,Billed
4500001281,2026-01-13,OR,2000,20,02,0000100165,2411.86,USD,Billed
4500001282,2025-06-29,OR,2000,12,00,0000100082,1535.74,USD,Billed
4500001283,2026-07-23,OR,1000,20,00,0000100016,49.69,USD,Billed
4500001284,2025-04-21,OR,3000,20,00,0000100001,2004.77,USD,Billed
4500001285,2024-11-03,OR,2000,10,02,0000100050,52.92,USD,Billed
4500001286,2026-08-28,ZOR,3000,12,01,0000100042,26.85,USD,Billed
4500001287,2026-03-15,OR,3000,20,02,0000100109,152.14,USD,Billed
4500001288,2026-07-05,OR,3000,20,01,0000100155,532.3,USD,Billed
4500001289,2025-05-19,OR,1000,20,00,0000100094,2175.52,USD,Billed
4500001290,2026-09-09,RE,3000,20,02,0000100174,11295.99,USD,In Process
4500001291,2026-05-20,OR,1000,20,01,0000100107,1785.34,USD,Billed
4500001292,2025-03-16,OR,1000,20,01,0000100178,507.68,USD,Billed
4500001293,2026-07-20,OR,3000,12,01,0000100009,5363.0,USD,Billed
4500001294,2025-08-05,OR,1000,12,02,0000100147,391.02,USD,Billed
4500001295,2025-02-10,OR,2000,10,00,0000100020,684.4,USD,Billed
4500001296,2026-05-25,OR,1000,12,02,0000100019,2436.0,USD,Billed
4500001297,2026-04-15,OR,2000,12,01,0000100066,1012.98,USD,Billed
4500001298,2025-12-18,OR,2000,12,01,0000100032,1226.52,USD,Cancelled
4500001299,2024-12-11,ZOR,1000,20,01,0000100024,796.2,USD,Billed
4500001300,2026-08-31,ZOR,3000,20,00,0000100061,1391.3,USD,Billed
4500001301,2026-06-29,OR,1000,20,00,0000100054,675.79,USD,Billed
4500001302,2026-07-13,OR,2000,12,02,0000100075,3629.49,USD,Billed
4500001303,2026-09-08,RE,2000,10,00,0000100064,3440.29,USD,Billed
4500001304,2025-05-12,OR,3000,12,02,0000100048,1247.1,USD,Cancelled
4500001305,2026-04-11,OR,3000,10,01,0000100056,1469.27,USD,Billed
4500001306,2025-04-04,OR,1000,10,02,0000100056,2633.66,USD,Billed
4500001307,2026-03-21,RE,3000,20,01,0000100090,274.26,USD,Billed
4500001308,2025-12-10,OR,2000,20,02,0000100090,2679.47,USD,Billed
4500001309,2025-07-27,OR,2000,10,02,0000100103,212.64,USD,Billed
4500001310,2025-10-14,OR,2000,20,02,0000100112,1269.38,USD,Billed
4500001311,2026-09-13,OR,1000,12,01,0000100060,553.19,USD,Open
4500001312,2025-11-19,ZOR,3000,20,01,0000100147,1510.63,USD,Billed
4500001313,2025-08-25,RE,2000,10,02,0000100075,9919.58,USD,Billed
4500001314,2025-01-12,OR,3000,12,02,0000100152,2725.52,USD,Billed
4500001315,2025-08-17,OR,3000,20,00,0000100151,16474.18,USD,Billed
4500001316,2026-08-03,OR,2000,12,02,0000100179,1558.05,USD,Billed
4500001317,2025-10-31,OR,2000,10,02,0000100150,1654.42,USD,Billed
4500001318,2025-10-07,OR,2000,12,02,0000100178,4588.63,USD,Billed
4500001319,2026-08-31,ZOR,1000,10,00,0000100152,4029.08,USD,Billed
4500001320,2026-02-26,OR,3000,12,00,0000100019,2814.63,USD,Billed
4500001321,2026-05-05,OR,1000,12,01,0000100183,1156.73,USD,Billed
4500001322,2025-08-03,OR,3000,10,02,0000100159,1147.32,USD,Billed
4500001323,2026-01-27,RE,1000,20,02,0000100079,3262.63,USD,Billed
4500001324,2026-04-21,OR,2000,10,01,0000100120,2863.4,USD,Billed
4500001325,2026-07-22,OR,3000,10,02,0000100075,2999.35,USD,Billed
4500001326,2025-10-08,ZOR,3000,12,02,0000100047,1172.96,USD,Billed
4500001327,2024-10-07,OR,2000,12,02,0000100153,9082.9,USD,Billed
4500001328,2025-05-22,OR,3000,10,02,0000100118,628.32,USD,Billed
4500001329,2025-10-04,OR,2000,12,01,0000100008,1662.5,USD,Billed
4500001330,2024-10-22,OR,1000,12,00,0000100047,2856.03,USD,Billed
4500001331,2025-04-17,OR,2000,20,00,0000100064,1944.69,USD,Billed
4500001332,2025-06-21,RE,2000,12,00,0000100141,1910.15,USD,Billed
4500001333,2024-09-23,ZOR,1000,10,01,0000100117,3170.52,USD,Billed
4500001334,2025-07-11,ZOR,1000,10,00,0000100114,217.0,USD,Billed
4500001335,2026-06-13,OR,2000,20,01,0000100022,401.52,USD,Billed
4500001336,2026-02-23,OR,1000,10,00,0000100129,1044.12,USD,Billed
4500001337,2026-09-04,OR,3000,10,01,0000100084,1808.36,USD,Billed
4500001338,2026-02-20,OR,3000,10,01,0000100161,2253.38,USD,Billed
4500001339,2026-07-31,RE,2000,20,00,0000100051,5742.53,USD,Billed
4500001340,2025-04-01,CS,3000,10,00,0000100190,2328.11,USD,Billed
4500001341,2026-07-15,ZOR,1000,20,02,0000100025,55.1,USD,Billed
4500001342,2026-08-09,OR,3000,12,02,0000100121,771.73,USD,Billed
4500001343,2025-04-12,OR,1000,10,02,0000100045,13938.77,USD,Billed
4500001344,2025-05-11,ZOR,1000,10,02,0000100065,746.16,USD,Billed
4500001345,2026-06-14,OR,1000,12,01,0000100168,804.0,USD,Billed
4500001346,2026-05-14,OR,3000,20,02,0000100044,1101.53,USD,Billed
4500001347,2026-02-04,OR,1000,20,00,0000100196,6212.1,USD,Billed
4500001348,2026-06-17,OR,1000,10,01,0000100110,103.11,USD,Billed
4500001349,2025-08-06,OR,3000,10,01,0000100198,2010.57,USD,Billed
4500001350,2026-08-24,OR,2000,12,00,0000100116,3218.35,USD,Billed
4500001351,2025-03-01,RE,3000,12,01,0000100019,1525.2,USD,Billed
4500001352,2026-01-31,OR,3000,20,00,0000100106,527.61,USD,Billed
4500001353,2024-10-09,OR,1000,20,01,0000100175,6055.3,USD,Billed
4500001354,2024-09-15,OR,3000,12,01,0000100163,4981.39,USD,Billed
4500001355,2024-11-01,OR,3000,20,02,0000100014,733.75,USD,Billed
4500001356,2025-10-10,ZOR,1000,12,01,0000100134,2381.23,USD,Billed
4500001357,2026-04-11,OR,3000,10,01,0000100133,223.65,USD,Billed
4500001358,2026-05-31,OR,1000,10,01,0000100184,471.84,USD,Billed
4500001359,2025-11-19,RE,2000,20,02,0000100094,183.34,USD,Billed
4500001360,2025-06-07,OR,2000,20,01,0000100062,3561.05,USD,Billed
4500001361,2026-07-14,RE,3000,12,00,0000100033,324.99,USD,Billed
4500001362,2025-09-17,CS,2000,10,01,0000100006,662.05,USD,Billed
4500001363,2026-04-19,OR,3000,20,01,0000100078,2781.44,USD,Billed
4500001364,2026-08-21,RE,3000,20,02,0000100194,7239.52,USD,Billed
4500001365,2025-03-10,OR,3000,12,02,0000100184,361.43,USD,Billed
4500001366,2025-06-16,OR,3000,10,02,0000100124,1900.21,USD,Billed
4500001367,2026-06-12,OR,2000,10,02,0000100076,1977.6,USD,Billed
4500001368,2025-11-08,OR,3000,20,02,0000100143,8883.23,USD,Billed
4500001369,2026-06-29,OR,2000,10,02,0000100128,1581.05,USD,Billed
4500001370,2024-09-26,OR,3000,10,01,0000100136,3281.66,USD,Billed
4500001371,2026-05-02,CS,2000,10,02,0000100107,2331.78,USD,Billed
4500001372,2026-01-13,OR,3000,20,01,0000100063,460.68,USD,Billed
4500001373,2025-12-21,CS,3000,20,02,0000100084,329.25,USD,Billed
4500001374,2024-12-26,OR,2000,10,02,0000100197,4082.6,USD,Billed
4500001375,2025-05-16,OR,3000,12,00,0000100058,934.2,USD,Billed
4500001376,2026-07-14,OR,3000,12,02,0000100054,63.65,USD,Billed
4500001377,2025-07-03,OR,2000,20,00,0000100071,2887.85,USD,Billed
4500001378,2026-07-11,OR,3000,20,01,0000100014,1756.93,USD,Billed
4500001379,2025-05-28,RE,1000,10,00,0000100103,2494.97,USD,Billed
4500001380,2025-12-09,CS,1000,12,01,0000100079,3913.68,USD,Billed
4500001381,2026-01-17,OR,2000,12,02,0000100177,1606.96,USD,Billed
4500001382,2025-01-22,OR,3000,12,00,0000100110,869.5,USD,Billed
4500001383,2026-05-19,OR,2000,12,00,0000100098,602.12,USD,Cancelled
4500001384,2024-12-25,OR,3000,10,01,0000100145,271.29,USD,Billed
4500001385,2025-01-08,OR,3000,12,01,0000100161,51.11,USD,Cancelled
4500001386,2025-02-06,OR,1000,12,02,0000100137,1041.96,USD,Billed
4500001387,2025-06-25,OR,2000,12,01,0000100196,3852.57,USD,Cancelled
4500001388,2024-09-29,OR,3000,20,00,0000100014,1477.58,USD,Billed
4500001389,2024-09-13,OR,3000,10,01,0000100089,3174.28,USD,Cancelled
4500001390,2026-02-07,OR,3000,10,00,0000100002,13026.73,USD,Billed
4500001391,2026-02-01,OR,2000,12,02,0000100050,590.75,USD,Billed
4500001392,2026-01-01,OR,2000,12,00,0000100194,203.56,USD,Billed
4500001393,2024-10-01,ZOR,1000,12,01,0000100071,677.23,USD,Billed
4500001394,2025-08-30,OR,1000,20,02,0000100088,2990.44,USD,Billed
4500001395,2026-02-23,OR,3000,10,00,0000100157,1375.39,USD,Billed
4500001396,2025-02-17,OR,1000,12,00,0000100116,6009.06,USD,Billed
4500001397,2025-03-13,OR,3000,10,00,0000100172,4239.42,USD,Billed
4500001398,2025-01-30,RE,1000,20,00,0000100106,6388.64,USD,Cancelled
4500001399,2024-10-15,ZOR,2000,10,02,0000100007,2015.52,USD,Billed
4500001400,2026-05-18,OR,2000,10,01,0000100128,2310.66,USD,Billed
4500001401,2026-01-13,OR,1000,12,00,0000100019,453.88,USD,Cancelled
4500001402,2025-03-05,OR,3000,12,01,0000100143,1946.82,USD,Billed
4500001403,2025-07-29,OR,2000,20,01,0000100124,23.88,USD,Billed
4500001404,2025-01-02,CS,2000,12,02,0000100029,5201.13,USD,Billed
4500001405,2026-06-07,ZOR,2000,20,00,0000100070,518.24,USD,Billed
4500001406,2026-09-03,RE,1000,20,00,0000100030,582.37,USD,Billed
4500001407,2025-09-14,OR,1000,12,02,0000100067,1651.51,USD,Billed
4500001408,2025-01-30,OR,2000,20,02,0000100195,424.02,USD,Cancelled
4500001409,2025-03-01,CS,1000,12,01,0000100096,7092.93,USD,Billed
4500001410,2025-10-04,OR,2000,12,00,0000100164,4048.16,USD,Billed
4500001411,2026-06-26,OR,3000,10,00,0000100013,1219.68,USD,Billed
4500001412,2025-01-10,OR,2000,12,01,0000100062,926.91,USD,Billed
4500001413,2025-11-20,OR,2000,10,01,0000100128,357.21,USD,Billed
4500001414,2025-08-15,OR,3000,12,02,0000100033,1849.95,USD,Billed
4500001415,2025-02-25,CS,3000,12,00,0000100186,474.33,USD,Cancelled
4500001416,2026-08-11,OR,2000,12,00,0000100121,1260.85,USD,Billed
4500001417,2025-03-22,OR,3000,20,01,0000100093,2032.92,USD,Billed
4500001418,2026-05-26,OR,3000,10,00,0000100168,2199.26,USD,Billed
4500001419,2025-10-19,OR,2000,20,00,0000100178,1770.5,USD,Billed
4500001420,2025-05-12,OR,2000,20,00,0000100114,2080.45,USD,Billed
4500001421,2026-04-30,OR,1000,10,02,0000100002,1583.45,USD,Billed
4500001422,2025-08-17,OR,2000,12,02,0000100137,3564.45,USD,Billed
4500001423,2026-05-13,ZOR,2000,10,01,0000100003,1102.2,USD,Billed
4500001424,2025-02-21,OR,1000,12,01,0000100045,7934.57,USD,Billed
4500001425,2025-07-03,OR,3000,10,00,0000100044,2231.04,USD,Billed
4500001426,2026-06-14,CS,1000,12,01,0000100079,2364.38,USD,Cancelled
4500001427,2025-07-07,OR,3000,12,01,0000100081,1148.86,USD,Cancelled
4500001428,2026-02-03,OR,2000,12,00,0000100134,4715.2,USD,Billed
