VBELN,POSNR,MATNR,WERKS,KWMENG,NETPR,NETWR
4500000666,10,0000900191,2000,40,96.23,3849.2
4500000666,20,0000900096,2000,18,14.05,252.9
4500000666,30,0000900281,1000,22,12.47,274.34
4500000667,10,0000900003,1000,13,3.1,40.3
4500000667,20,0000900174,2000,10,10.97,109.7
4500000667,30,0000900165,1000,24,31.11,746.64
4500000668,10,0000900163,1020,28,30.93,866.04
4500000668,20,0000900028,1010,21,8.09,169.89
4500000668,30,0000900259,1020,49,6.49,318.01
4500000669,10,0000900031,1000,20,93.22,1864.4
4500000670,10,0000900084,1000,41,8.79,360.39
4500000670,20,0000900104,2010,33,37.57,1239.81
4500000671,10,0000900007,1020,35,167.74,5870.9
4500000672,10,0000900198,2010,46,20.34,935.64
4500000672,20,0000900017,1020,1,21.82,21.82
4500000672,30,0000900060,1010,15,20.77,311.55
4500000672,40,0000900159,1010,27,5.43,146.61
4500000673,10,0000900136,1010,17,13.54,230.18
4500000674,10,0000900203,1020,3,9.19,27.57
4500000674,20,0000900212,2000,45,15.24,685.8
4500000674,30,0000900080,1010,37,16.86,623.82
4500000675,10,0000900250,2010,35,43.21,1512.35
4500000675,20,0000900175,2000,4,10.98,43.92
4500000676,10,0000900034,1000,42,30.07,1262.94
4500000676,20,0000900185,1020,8,15.12,120.96
4500000677,10,0000900212,2000,1,15.49,15.49
4500000678,10,0000900134,1000,2,66.28,132.56
4500000678,20,0000900079,1010,17,49.69,844.73
4500000678,30,0000900043,2000,19,112.61,2139.59
4500000679,10,0000900209,1000,6,24.4,146.4
4500000680,10,0000900135,2000,18,4.02,72.36
4500000680,20,0000900112,1010,6,25.98,155.88
4500000680,30,0000900266,1000,8,95.85,766.8
4500000681,10,0000900084,1000,3,9.05,27.15
4500000681,20,0000900172,2000,14,6.7,93.8
4500000681,30,0000900080,1010,43,18.05,776.15
4500000681,40,0000900075,1000,35,53.58,1875.3
4500000682,10,0000900277,2000,9,24.44,219.96
4500000683,10,0000900115,2000,27,42.5,1147.5
4500000683,20,0000900174,2000,25,11.79,294.75
4500000684,10,0000900086,1020,49,13.27,650.23
4500000684,20,0000900272,1010,46,11.37,523.02
4500000684,30,0000900232,1010,35,65.0,2275.0
4500000685,10,0000900013,2000,29,33.43,969.47
4500000685,20,0000900079,1010,19,49.31,936.89
4500000686,10,0000900215,2010,7,70.46,493.22
4500000686,20,0000900082,2000,36,25.27,909.72
4500000687,10,0000900250,2010,26,44.28,1151.28
4500000687,20,0000900020,2010,20,15.4,308.0
4500000687,30,0000900073,1000,27,22.07,595.89
4500000687,40,0000900295,1010,21,7.88,165.48
4500000688,10,0000900237,1000,38,51.9,1972.2
4500000688,20,0000900278,2010,27,16.73,451.71
4500000688,30,0000900176,2010,8,35.06,280.48
4500000688,40,0000900289,2010,42,72.77,3056.34
4500000689,10,0000900257,2000,5,76.0,380.0
4500000689,20,0000900145,1020,10,5.34,53.4
4500000689,30,0000900020,2010,35,13.86,485.1
4500000689,40,0000900096,2000,27,14.32,386.64
4500000690,10,0000900087,1000,38,13.99,531.62
4500000691,10,0000900268,1000,13,51.16,665.08
4500000691,20,0000900288,1020,14,32.57,455.98
4500000691,30,0000900269,2000,6,51.32,307.92
4500000692,10,0000900266,1000,34,107.63,3659.42
4500000693,10,0000900058,1000,22,15.11,332.42
4500000693,20,0000900164,1000,25,27.67,691.75
4500000693,30,0000900206,1010,24,106.48,2555.52
4500000693,40,0000900217,1010,20,14.95,299.0
4500000694,10,0000900089,2000,44,36.35,1599.4
4500000694,20,0000900248,2010,32,24.22,775.04
4500000695,10,0000900195,1000,32,7.48,239.36
4500000696,10,0000900036,2000,3,19.75,59.25
4500000697,10,0000900273,2010,20,28.21,564.2
4500000697,20,0000900226,1000,43,18.97,815.71
4500000698,10,0000900061,1010,10,29.86,298.6
4500000698,20,0000900271,1020,29,25.84,749.36
4500000698,30,0000900265,2000,29,60.8,1763.2
4500000699,10,0000900105,1020,44,22.54,991.76
4500000699,20,0000900078,1000,9,4.79,43.11
4500000699,30,0000900289,2010,48,69.66,3343.68
4500000700,10,0000900003,1000,24,3.18,76.32
4500000700,20,0000900252,1000,49,23.52,1152.48
4500000700,30,0000900298,2000,41,7.01,287.41
4500000701,10,0000900294,1000,17,18.28,310.76
4500000702,10,0000900008,1010,14,14.31,200.34
4500000703,10,0000900186,2010,40,21.7,868.0
4500000703,20,0000900210,1010,31,23.02,713.62
4500000703,30,0000900100,1020,37,126.4,4676.8
4500000704,10,0000900135,2000,40,4.67,186.8
4500000704,20,0000900086,1020,32,14.81,473.92
4500000704,30,0000900291,2000,37,19.21,710.77
4500000704,40,0000900018,1010,42,35.54,1492.68
4500000705,10,0000900180,2010,30,7.72,231.6
4500000706,10,0000900088,2000,21,51.69,1085.49
4500000706,20,0000900128,1010,24,1.55,37.2
4500000706,30,0000900155,2000,11,102.55,1128.05
4500000707,10,0000900071,1020,16,76.99,1231.84
4500000707,20,0000900162,2000,18,169.0,3042.0
4500000708,10,0000900184,2000,35,20.16,705.6
4500000708,20,0000900265,2000,15,62.63,939.45
4500000708,30,0000900067,1020,14,24.29,340.06
4500000709,10,0000900241,2010,17,119.27,2027.59
4500000709,20,0000900185,1020,21,15.22,319.62
4500000709,30,0000900280,2000,21,52.02,1092.42
4500000710,10,0000900267,1000,14,16.88,236.32
4500000710,20,0000900068,1010,31,89.64,2778.84
4500000711,10,0000900265,2000,3,65.29,195.87
4500000711,20,0000900240,2000,20,23.94,478.8
4500000711,30,0000900012,1010,17,46.71,794.07
4500000711,40,0000900081,1000,34,25.69,873.46
4500000712,10,0000900013,2000,26,33.45,869.7
4500000712,20,0000900279,2000,18,8.55,153.9
4500000712,30,0000900158,1020,20,10.74,214.8
4500000712,40,0000900125,2000,5,5.36,26.8
4500000713,10,0000900128,1010,20,1.45,29.0
4500000713,20,0000900070,1010,22,51.37,1130.14
4500000714,10,0000900204,1010,33,72.97,2408.01
4500000714,20,0000900208,2000,28,20.39,570.92
4500000715,10,0000900230,1010,7,1.6,11.2
4500000715,20,0000900004,1020,34,1.32,44.88
4500000716,10,0000900077,1020,40,42.31,1692.4
4500000716,20,0000900214,2000,45,155.98,7019.1
4500000716,30,0000900001,1000,38,40.31,1531.78
4500000717,10,0000900174,2000,13,11.68,151.84
4500000717,20,0000900196,2000,36,230.8,8308.8
4500000718,10,0000900153,1010,34,3.65,124.1
4500000719,10,0000900103,2000,9,18.36,165.24
4500000719,20,0000900156,1010,26,25.6,665.6
4500000720,10,0000900176,2010,16,40.13,642.08
4500000720,20,0000900261,1020,46,11.35,522.1
4500000721,10,0000900137,1000,30,34.31,1029.3
4500000721,20,0000900141,1020,11,39.38,433.18
4500000722,10,0000900132,2010,21,18.43,387.03
4500000722,20,0000900202,2010,46,16.13,741.98
4500000723,10,0000900041,1020,23,150.43,3459.89
4500000723,20,0000900200,2010,21,10.14,212.94
4500000723,30,0000900076,1020,32,43.07,1378.24
4500000724,10,0000900144,1000,15,12.44,186.6
4500000724,20,0000900213,1010,25,6.86,171.5
4500000724,30,0000900044,2000,9,17.41,156.69
4500000725,10,0000900293,1000,18,28.06,505.08
4500000725,20,0000900239,2000,40,46.46,1858.4
4500000726,10,0000900260,1000,15,17.15,257.25
4500000727,10,0000900094,2010,5,6.86,34.3
4500000728,10,0000900226,1000,38,17.52,665.76
4500000728,20,0000900087,1000,14,15.86,222.04
4500000728,30,0000900283,1000,5,15.32,76.6
4500000728,40,0000900043,2000,19,112.23,2132.37
4500000729,10,0000900182,2010,8,76.95,615.6
4500000729,20,0000900251,1010,33,26.56,876.48
4500000730,10,0000900235,1000,32,83.47,2671.04
4500000730,20,0000900285,1020,30,1.41,42.3
4500000731,10,0000900206,1010,43,106.87,4595.41
4500000731,20,0000900137,1000,12,32.72,392.64
4500000731,30,0000900138,1010,38,33.3,1265.4
4500000731,40,0000900228,2000,27,7.12,192.24
4500000732,10,0000900032,2010,45,34.71,1561.95
4500000732,20,0000900148,2000,21,7.86,165.06
4500000732,30,0000900156,1010,46,26.62,1224.52
4500000733,10,0000900012,1010,44,46.22,2033.68
4500000733,20,0000900210,1010,4,21.54,86.16
4500000733,30,0000900068,1010,4,92.46,369.84
4500000733,40,0000900168,2000,13,40.94,532.22
4500000734,10,0000900062,2000,19,24.56,466.64
4500000734,20,0000900113,1010,40,2.81,112.4
4500000734,30,0000900041,1020,30,150.44,4513.2
4500000734,40,0000900006,2000,23,7.76,178.48
4500000735,10,0000900073,1000,9,22.03,198.27
4500000735,20,0000900032,2010,48,34.48,1655.04
4500000735,30,0000900288,1020,21,29.58,621.18
4500000736,10,0000900076,1020,37,47.99,1775.63
4500000737,10,0000900049,1010,40,150.33,6013.2
4500000737,20,0000900047,2000,44,58.89,2591.16
4500000737,30,0000900090,2000,42,20.29,852.18
4500000738,10,0000900137,1000,46,36.26,1667.96
4500000739,10,0000900030,1020,6,3.34,20.04
4500000739,20,0000900120,1000,30,8.37,251.1
4500000740,10,0000900156,1010,45,26.82,1206.9
4500000741,10,0000900209,1000,44,26.45,1163.8
4500000741,20,0000900084,1000,1,10.02,10.02
4500000741,30,0000900052,1000,1,12.77,12.77
4500000742,10,0000900287,1000,47,4.93,231.71
4500000742,20,0000900038,1020,39,9.72,379.08
4500000742,30,0000900293,1000,27,27.72,748.44
4500000742,40,0000900178,1000,10,161.42,1614.2
4500000743,10,0000900146,1010,31,78.91,2446.21
4500000743,20,0000900202,2010,37,16.57,613.09
4500000743,30,0000900083,2000,20,13.53,270.6
4500000743,40,0000900204,1010,16,77.0,1232.0
4500000744,10,0000900291,2000,30,19.21,576.3
4500000744,20,0000900201,1020,47,66.74,3136.78
4500000744,30,0000900099,1010,21,162.44,3411.24
4500000745,10,0000900261,1020,37,11.55,427.35
4500000745,20,0000900249,1020,22,5.79,127.38
4500000746,10,0000900226,1000,12,19.46,233.52
4500000746,20,0000900243,1010,43,35.36,1520.48
4500000746,30,0000900111,1020,2,26.67,53.34
4500000746,40,0000900229,1010,44,3.11,136.84
4500000747,10,0000900295,1010,24,7.68,184.32
4500000748,10,0000900177,1020,39,2.13,83.07
4500000749,10,0000900065,1000,38,16.5,627.0
4500000749,20,0000900274,2010,21,4.32,90.72
4500000750,10,0000900121,2010,32,15.46,494.72
4500000751,10,0000900145,1020,42,5.22,219.24
4500000751,20,0000900112,1010,43,26.56,1142.08
4500000751,30,0000900075,1000,49,52.94,2594.06
4500000751,40,0000900280,2000,37,58.11,2150.07
4500000752,10,0000900191,2000,24,95.07,2281.68
4500000752,20,0000900254,2000,11,27.99,307.89
4500000752,30,0000900178,1000,38,155.21,5897.98
4500000753,10,0000900157,2000,28,95.01,2660.28
4500000753,20,0000900298,2000,48,7.32,351.36
4500000753,30,0000900193,2010,39,9.27,361.53
4500000754,10,0000900060,1010,16,21.68,346.88
4500000754,20,0000900085,1010,46,24.22,1114.12
4500000755,10,0000900178,1000,34,159.84,5434.56
4500000755,20,0000900127,1000,2,159.13,318.26
4500000756,10,0000900108,2000,6,105.93,635.58
4500000756,20,0000900053,1000,32,16.17,517.44
4500000756,30,0000900169,2010,29,25.01,725.29
4500000756,40,0000900161,1010,19,62.11,1180.09
4500000757,10,0000900289,2010,44,78.34,3446.96
4500000758,10,0000900288,1020,19,29.5,560.5
4500000758,20,0000900293,1000,32,30.8,985.6
4500000758,30,0000900172,2000,10,6.68,66.8
4500000759,10,0000900104,2010,49,34.74,1702.26
4500000759,20,0000900009,2000,28,45.24,1266.72
4500000759,30,0000900267,1000,36,16.63,598.68
4500000760,10,0000900261,1020,29,11.9,345.1
4500000760,20,0000900265,2000,27,60.41,1631.07
4500000760,30,0000900009,2000,7,41.13,287.91
4500000761,10,0000900010,1010,46,4.01,184.46
4500000761,20,0000900020,2010,2,14.2,28.4
4500000761,30,0000900265,2000,42,57.76,2425.92
4500000761,40,0000900097,1020,14,144.59,2024.26
4500000762,10,0000900011,2010,32,9.55,305.6
4500000762,20,0000900095,1000,3,43.03,129.09
4500000762,30,0000900075,1000,17,47.35,804.95
4500000762,40,0000900178,1000,3,177.37,532.11
4500000763,10,0000900246,1010,10,92.35,923.5
4500000764,10,0000900062,2000,42,25.19,1057.98
4500000765,10,0000900196,2000,36,221.69,7980.84
4500000765,20,0000900047,2000,40,59.34,2373.6
4500000765,30,0000900213,1010,44,6.32,278.08
4500000765,40,0000900248,2010,5,24.8,124.0
4500000766,10,0000900032,2010,37,35.16,1300.92
4500000766,20,0000900278,2010,19,15.67,297.73
4500000766,30,0000900256,2000,12,13.61,163.32
4500000766,40,0000900051,1000,32,12.24,391.68
4500000767,10,0000900028,1010,14,8.32,116.48
4500000768,10,0000900267,1000,42,15.43,648.06
4500000768,20,0000900078,1000,15,5.27,79.05
4500000768,30,0000900237,1000,20,54.45,1089.0
4500000768,40,0000900053,1000,27,16.7,450.9
4500000769,10,0000900167,2000,41,5.8,237.8
4500000769,20,0000900207,1010,21,16.33,342.93
4500000770,10,0000900258,1000,43,39.71,1707.53
4500000770,20,0000900299,1010,28,27.93,782.04
4500000770,30,0000900280,2000,41,55.27,2266.07
4500000770,40,0000900008,1010,14,14.38,201.32
4500000771,10,0000900110,1000,16,14.16,226.56
4500000771,20,0000900102,2000,19,34.82,661.58
4500000772,10,0000900210,1010,44,23.52,1034.88
4500000772,20,0000900235,1000,23,82.08,1887.84
4500000773,10,0000900226,1000,12,17.05,204.6
4500000773,20,0000900152,2010,47,61.67,2898.49
4500000773,30,0000900149,2000,43,12.05,518.15
4500000774,10,0000900010,1010,12,3.87,46.44
4500000774,20,0000900030,1020,34,3.51,119.34
4500000774,30,0000900013,2000,26,33.34,866.84
4500000774,40,0000900220,2010,39,59.98,2339.22
4500000775,10,0000900211,1020,20,101.22,2024.4
4500000775,20,0000900213,1010,11,6.24,68.64
4500000776,10,0000900155,2000,6,91.83,550.98
4500000777,10,0000900264,1020,4,6.51,26.04
4500000777,20,0000900087,1000,39,16.01,624.39
4500000777,30,0000900261,1020,2,10.82,21.64
4500000778,10,0000900158,1020,26,10.73,278.98
4500000778,20,0000900140,1020,15,4.29,64.35
4500000779,10,0000900104,2010,17,36.23,615.91
4500000779,20,0000900023,2000,19,6.22,118.18
4500000779,30,0000900134,1000,44,63.59,2797.96
4500000780,10,0000900124,1000,6,71.53,429.18
4500000781,10,0000900043,2000,37,124.58,4609.46
4500000782,10,0000900104,2010,25,34.22,855.5
4500000782,20,0000900207,1010,22,16.35,359.7
4500000782,30,0000900280,2000,41,55.44,2273.04
4500000782,40,0000900000,1000,23,8.36,192.28
4500000783,10,0000900142,1000,13,6.43,83.59
4500000783,20,0000900111,1020,12,26.02,312.24
4500000783,30,0000900043,2000,32,118.65,3796.8
4500000783,40,0000900026,1000,49,5.94,291.06
4500000784,10,0000900089,2000,16,34.87,557.92
4500000785,10,0000900002,2010,44,5.21,229.24
4500000785,20,0000900106,1000,1,12.59,12.59
4500000786,10,0000900239,2000,45,51.76,2329.2
4500000787,10,0000900216,2010,26,46.61,1211.86
4500000788,10,0000900255,1000,12,101.74,1220.88
4500000788,20,0000900076,1020,35,44.22,1547.7
4500000788,30,0000900216,2010,17,45.09,766.53
4500000789,10,0000900124,1000,13,72.48,942.24
4500000789,20,0000900242,1010,2,144.0,288.0
4500000789,30,0000900078,1000,10,5.06,50.6
4500000790,10,0000900030,1020,16,3.34,53.44
4500000791,10,0000900055,2010,46,6.01,276.46
4500000791,20,0000900179,2010,47,55.14,2591.58
4500000792,10,0000900169,2010,48,25.62,1229.76
4500000792,20,0000900007,1020,46,173.85,7997.1
4500000792,30,0000900079,1010,22,44.98,989.56
4500000792,40,0000900189,1020,49,27.52,1348.48
4500000793,10,0000900221,2010,19,66.94,1271.86
4500000793,20,0000900083,2000,27,12.18,328.86
4500000793,30,0000900276,1010,23,14.81,340.63
4500000794,10,0000900172,2000,5,6.7,33.5
4500000795,10,0000900099,1010,41,169.42,6946.22
4500000795,20,0000900006,2000,32,6.67,213.44
4500000796,10,0000900299,1010,42,25.8,1083.6
4500000797,10,0000900195,1000,43,7.79,334.97
4500000798,10,0000900197,2010,35,7.39,258.65
4500000799,10,0000900217,1010,36,13.53,487.08
4500000800,10,0000900257,2000,39,68.58,2674.62
4500000800,20,0000900059,2000,11,47.14,518.54
4500000800,30,0000900169,2010,5,23.96,119.8
4500000800,40,0000900133,2010,1,46.58,46.58
4500000801,10,0000900113,1010,28,2.76,77.28
4500000801,20,0000900282,1020,17,28.49,484.33
4500000801,30,0000900154,2010,13,10.15,131.95
4500000801,40,0000900099,1010,3,184.6,553.8
4500000802,10,0000900244,1020,26,80.58,2095.08
4500000802,20,0000900248,2010,2,24.43,48.86
4500000803,10,0000900045,1000,49,10.53,515.97
4500000804,10,0000900057,2010,1,82.23,82.23
4500000805,10,0000900204,1010,44,71.59,3149.96
4500000806,10,0000900102,2000,43,32.83,1411.69
4500000806,20,0000900047,2000,2,58.12,116.24
4500000807,10,0000900267,1000,7,15.65,109.55
4500000808,10,0000900021,1010,47,47.12,2214.64
4500000808,20,0000900030,1020,19,3.4,64.6
4500000808,30,0000900263,1000,42,11.17,469.14
4500000809,10,0000900104,2010,33,34.54,1139.82
4500000809,20,0000900093,2010,43,13.29,571.47
4500000810,10,0000900072,2000,30,46.54,1396.2
4500000810,20,0000900148,2000,12,6.77,81.24
4500000810,30,0000900086,1020,16,13.56,216.96
4500000811,10,0000900202,2010,18,16.52,297.36
4500000812,10,0000900117,1010,43,12.03,517.29
4500000812,20,0000900116,1010,8,34.37,274.96
4500000812,30,0000900296,1010,24,89.11,2138.64
4500000813,10,0000900109,2000,15,4.44,66.6
4500000814,10,0000900174,2000,1,11.52,11.52
4500000814,20,0000900126,1020,29,2.18,63.22
4500000815,10,0000900015,1020,27,153.91,4155.57
4500000815,20,0000900146,1010,4,82.98,331.92
4500000816,10,0000900196,2000,42,217.5,9135.0
4500000816,20,0000900185,1020,7,16.93,118.51
4500000816,30,0000900298,2000,3,6.84,20.52
4500000817,10,0000900136,1010,11,12.02,132.22
4500000817,20,0000900211,1020,1,100.72,100.72
4500000818,10,0000900197,2010,30,7.13,213.9
4500000819,10,0000900123,1020,4,67.35,269.4
4500000820,10,0000900186,2010,15,21.9,328.5
4500000821,10,0000900031,1000,14,84.97,1189.58
4500000821,20,0000900147,2010,16,13.8,220.8
4500000822,10,0000900007,1020,37,165.25,6114.25
4500000822,20,0000900053,1000,41,15.26,625.66
4500000823,10,0000900208,2000,10,21.9,219.0
4500000823,20,0000900141,1020,47,39.46,1854.62
4500000823,30,0000900178,1000,31,170.39,5282.09
4500000824,10,0000900270,1000,49,9.63,471.87
4500000824,20,0000900118,1000,16,39.27,628.32
4500000824,30,0000900102,2000,17,32.93,559.81
4500000825,10,0000900010,1010,40,4.09,163.6
4500000825,20,0000900056,1020,2,25.94,51.88
4500000825,30,0000900262,2010,36,7.56,272.16
4500000825,40,0000900198,2010,45,19.69,886.05
4500000826,10,0000900297,1020,3,3.59,10.77
4500000826,20,0000900034,1000,30,26.66,799.8
4500000826,30,0000900090,2000,13,23.12,300.56
4500000827,10,0000900231,2010,15,66.26,993.9
4500000827,20,0000900147,2010,43,14.55,625.65
4500000827,30,0000900124,1000,29,67.99,1971.71
4500000828,10,0000900043,2000,43,111.67,4801.81
4500000829,10,0000900004,1020,16,1.42,22.72
4500000829,20,0000900037,1000,38,9.17,348.46
4500000830,10,0000900270,1000,46,8.81,405.26
4500000830,20,0000900294,1000,48,19.72,946.56
4500000830,30,0000900087,1000,8,14.23,113.84
4500000830,40,0000900068,1010,32,87.68,2805.76
4500000831,10,0000900288,1020,11,31.74,349.14
4500000831,20,0000900022,1010,45,3.37,151.65
4500000831,30,0000900163,1020,5,35.26,176.3
4500000831,40,0000900244,1020,37,76.43,2827.91
4500000832,10,0000900166,1000,9,24.59,221.31
4500000832,20,0000900189,1020,8,29.05,232.4
4500000833,10,0000900164,1000,33,27.31,901.23
4500000833,20,0000900195,1000,37,8.54,315.98
4500000833,30,0000900163,1020,21,33.45,702.45
4500000834,10,0000900006,2000,44,7.27,319.88
4500000834,20,0000900134,1000,20,62.34,1246.8
4500000834,30,0000900057,2010,35,73.79,2582.65
4500000835,10,0000900037,1000,7,8.75,61.25
4500000836,10,0000900008,1010,48,12.91,619.68
4500000836,20,0000900040,2000,35,29.33,1026.55
4500000836,30,0000900229,1010,38,3.05,115.9
4500000837,10,0000900230,1010,2,1.82,3.64
4500000837,20,0000900074,2000,1,9.76,9.76
4500000837,30,0000900268,1000,45,53.15,2391.75
4500000838,10,0000900135,2000,39,4.17,162.63
4500000838,20,0000900072,2000,44,50.86,2237.84
4500000838,30,0000900275,1020,28,15.17,424.76
4500000839,10,0000900179,2010,30,58.12,1743.6
4500000839,20,0000900200,2010,40,10.11,404.4
4500000840,10,0000900242,1010,43,138.16,5940.88
4500000840,20,0000900170,1010,21,5.61,117.81
4500000840,30,0000900292,1000,12,14.13,169.56
4500000841,10,0000900031,1000,14,93.05,1302.7
4500000841,20,0000900012,1010,11,46.46,511.06
4500000841,30,0000900073,1000,37,22.68,839.16
4500000842,10,0000900039,1000,49,540.75,26496.75
4500000842,20,0000900252,1000,45,24.61,1107.45
4500000842,30,0000900035,2010,13,16.85,219.05
4500000843,10,0000900196,2000,21,239.96,5039.16
4500000843,20,0000900110,1000,49,14.03,687.47
4500000844,10,0000900172,2000,25,6.26,156.5
4500000845,10,0000900036,2000,38,21.07,800.66
4500000845,20,0000900067,1020,45,21.73,977.85
4500000845,30,0000900185,1020,20,17.03,340.6
4500000845,40,0000900044,2000,37,18.01,666.37
4500000846,10,0000900079,1010,44,51.36,2259.84
4500000846,20,0000900233,1000,41,8.99,368.59
4500000846,30,0000900259,1020,31,6.27,194.37
4500000847,10,0000900146,1010,46,72.91,3353.86
4500000847,20,0000900220,2010,29,63.15,1831.35
4500000848,10,0000900226,1000,48,18.47,886.56
4500000849,10,0000900119,2010,35,42.75,1496.25
4500000849,20,0000900100,1020,19,126.01,2394.19
4500000850,10,0000900027,1010,30,29.21,876.3
4500000850,20,0000900075,1000,23,52.14,1199.22
4500000850,30,0000900085,1010,23,24.71,568.33
4500000850,40,0000900050,1020,2,108.45,216.9
4500000851,10,0000900210,1010,29,22.61,655.69
4500000852,10,0000900272,1010,46,11.57,532.22
4500000852,20,0000900066,1010,35,12.01,420.35
4500000852,30,0000900187,1000,3,76.68,230.04
4500000852,40,0000900194,1020,47,22.18,1042.46
4500000853,10,0000900179,2010,6,63.46,380.76
4500000853,20,0000900235,1000,34,86.19,2930.46
4500000853,30,0000900198,2010,9,20.48,184.32
4500000853,40,0000900188,2000,9,21.59,194.31
4500000854,10,0000900093,2010,26,14.26,370.76
4500000855,10,0000900107,1000,17,2.98,50.66
4500000855,20,0000900104,2010,13,39.57,514.41
4500000855,30,0000900240,2000,8,23.04,184.32
4500000855,40,0000900077,1020,18,39.95,719.1
4500000856,10,0000900181,2000,36,22.17,798.12
4500000856,20,0000900263,1000,44,12.02,528.88
4500000856,30,0000900168,2000,18,40.99,737.82
4500000856,40,0000900100,1020,30,123.27,3698.1
4500000857,10,0000900289,2010,30,77.85,2335.5
4500000857,20,0000900229,1010,20,2.8,56.0
4500000858,10,0000900138,1010,42,30.43,1278.06
4500000858,20,0000900178,1000,44,157.44,6927.36
4500000858,30,0000900255,1000,46,109.93,5056.78
4500000858,40,0000900173,2000,21,18.42,386.82
4500000859,10,0000900137,1000,40,35.05,1402.0
4500000859,20,0000900106,1000,25,13.26,331.5
4500000859,30,0000900039,1000,27,486.16,13126.32
4500000860,10,0000900102,2000,10,36.54,365.4
4500000860,20,0000900281,1000,13,11.77,153.01
4500000861,10,0000900173,2000,6,19.26,115.56
4500000862,10,0000900051,1000,13,12.38,160.94
4500000862,20,0000900110,1000,24,14.77,354.48
4500000862,30,0000900040,2000,31,31.04,962.24
4500000862,40,0000900183,1000,40,41.13,1645.2
4500000863,10,0000900225,1000,41,9.97,408.77
4500000863,20,0000900044,2000,31,17.73,549.63
4500000863,30,0000900114,2000,48,4.24,203.52
4500000864,10,0000900288,1020,44,28.15,1238.6
4500000864,20,0000900050,1020,18,117.99,2123.82
4500000864,30,0000900056,1020,36,24.76,891.36
4500000865,10,0000900074,2000,4,10.56,42.24
4500000865,20,0000900106,1000,3,11.81,35.43
4500000865,30,0000900165,1000,7,30.09,210.63
4500000865,40,0000900266,1000,45,99.48,4476.6
4500000866,10,0000900051,1000,6,13.59,81.54
4500000866,20,0000900290,2000,40,57.47,2298.8
4500000866,30,0000900129,2000,48,298.39,14322.72
4500000866,40,0000900236,1000,9,36.78,331.02
4500000867,10,0000900058,1000,36,15.12,544.32
4500000867,20,0000900037,1000,44,8.63,379.72
4500000868,10,0000900270,1000,1,8.42,8.42
4500000868,20,0000900095,1000,46,46.64,2145.44
4500000868,30,0000900076,1020,3,44.4,133.2
4500000869,10,0000900278,2010,11,16.54,181.94
4500000869,20,0000900275,1020,42,14.06,590.52
4500000870,10,0000900003,1000,10,3.19,31.9
4500000870,20,0000900141,1020,38,34.72,1319.36
4500000871,10,0000900263,1000,4,11.71,46.84
4500000871,20,0000900143,1020,16,36.82,589.12
4500000871,30,0000900274,2010,47,3.98,187.06
4500000871,40,0000900048,1010,42,83.82,3520.44
4500000872,10,0000900195,1000,49,8.43,413.07
4500000873,10,0000900097,1020,24,140.09,3362.16
4500000873,20,0000900093,2010,19,14.38,273.22
4500000874,10,0000900225,1000,24,10.58,253.92
4500000875,10,0000900263,1000,33,11.03,363.99
4500000875,20,0000900103,2000,44,16.93,744.92
4500000876,10,0000900281,1000,37,12.15,449.55
4500000876,20,0000900262,2010,34,8.8,299.2
4500000877,10,0000900253,1020,14,19.3,270.2
4500000877,20,0000900049,1010,28,152.37,4266.36
4500000877,30,0000900195,1000,14,7.53,105.42
4500000878,10,0000900016,1010,17,17.46,296.82
4500000878,20,0000900106,1000,25,11.82,295.5
4500000878,30,0000900140,1020,13,3.82,49.66
4500000879,10,0000900201,1020,35,70.13,2454.55
4500000879,20,0000900261,1020,29,10.91,316.39
4500000880,10,0000900233,1000,44,9.08,399.52
4500000880,20,0000900266,1000,8,106.88,855.04
4500000881,10,0000900031,1000,24,91.76,2202.24
4500000881,20,0000900019,1010,1,51.73,51.73
4500000881,30,0000900035,2010,28,15.51,434.28
4500000882,10,0000900241,2010,46,121.73,5599.58
4500000882,20,0000900011,2010,37,8.44,312.28
4500000882,30,0000900071,1020,19,73.79,1402.01
4500000883,10,0000900152,2010,13,65.35,849.55
4500000883,20,0000900225,1000,5,10.1,50.5
4500000883,30,0000900284,2010,32,5.91,189.12
4500000884,10,0000900190,2010,28,12.32,344.96
4500000884,20,0000900047,2000,17,55.3,940.1
4500000885,10,0000900224,1010,31,1.16,35.96
4500000885,20,0000900298,2000,22,6.42,141.24
4500000885,30,0000900270,1000,22,9.23,203.06
4500000886,10,0000900199,2000,8,34.58,276.64
4500000886,20,0000900187,1000,2,68.12,136.24
4500000887,10,0000900210,1010,31,21.95,680.45
4500000887,20,0000900092,1020,36,8.46,304.56
4500000887,30,0000900056,1020,19,27.43,521.17
4500000888,10,0000900264,1020,36,6.12,220.32
4500000889,10,0000900153,1010,43,3.49,150.07
4500000889,20,0000900283,1000,35,14.39,503.65
4500000890,10,0000900268,1000,33,58.18,1919.94
4500000890,20,0000900153,1010,35,3.47,121.45
4500000890,30,0000900089,2000,5,36.45,182.25
4500000891,10,0000900141,1020,37,36.39,1346.43
4500000891,20,0000900275,1020,3,13.62,40.86
4500000891,30,0000900242,1010,40,134.0,5360.0
4500000892,10,0000900148,2000,36,6.82,245.52
4500000892,20,0000900146,1010,40,73.25,2930.0
4500000893,10,0000900193,2010,7,10.02,70.14
4500000893,20,0000900031,1000,47,83.56,3927.32
